Accuracy,Macro F1,Weighted F1,acc_std,f1_macro_std,f1_weighted_std,model
0.6866666666666668,0.6595238095238095,0.6447619047619048,0.16546231527987812,0.2066798328042237,0.22860317239889524,KNN
0.6466666666666667,0.5966666666666667,0.6000000000000001,0.23814094799322336,0.2863627561641245,0.28855728395320224,Linear SVM
0.7733333333333332,0.7733333333333332,0.7733333333333332,0.05333333333333337,0.05333333333333337,0.05333333333333337,XGBoost
0.5733333333333333,0.5599999999999999,0.5599999999999999,0.3227658249842721,0.3382306905057553,0.33888706739036895,MLP
0.6933333333333334,0.6333333333333332,0.655,0.155492050529208,0.20310096011589904,0.1833030277982336,MOGONET
0.7266666666666668,0.7190476190476189,0.7190476190476192,0.1041366623454221,0.11130029246161406,0.11179832831107957,BiRGAT
