#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
2652353	43740571	2677	4383846	108945	GU280_gp05	-	M	GGCX	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	VKCFD1	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.789966998	-	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.789966998|SAINTexpress BFDR: 0.01	-	BIOGRID
2652354	43740571	523	4383846	107007	GU280_gp05	-	M	ATP6V1A	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	ATP6A1|ATP6V1A1|HO68|VA68|VPP2|Vma1	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.794938493	-	-	Average Spectral Counts: 2.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.794938493|SAINTexpress BFDR: 0.05	-	BIOGRID
2652355	43740571	5714	4383846	111686	GU280_gp05	-	M	PSMD8	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	HEL-S-91n|HIP6|HYPF|Nin1p|Rpn12|S14|p31	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.881424779	-	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.881424779|SAINTexpress BFDR: 0.05	-	BIOGRID
2652356	43740571	7905	4383846	113637	GU280_gp05	-	M	REEP5	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	C5orf18|D5S346|DP1|TB2|YOP1	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.913088507	-	-	Average Spectral Counts: 10.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.913088507|SAINTexpress BFDR: 0	-	BIOGRID
2652357	43740571	23203	4383846	116811	GU280_gp05	RP11-413M3.1	M	PMPCA	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	Alpha-MPP|INPP5E|P-55	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.991059815	-	-	Average Spectral Counts: 9.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.991059815|SAINTexpress BFDR: 0	-	BIOGRID
2652358	43740571	196527	4383846	128218	GU280_gp05	-	M	ANO6	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	BDPLT7|SCTS|TMEM16F	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.993904419	-	-	Average Spectral Counts: 9.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.993904419|SAINTexpress BFDR: 0	-	BIOGRID
2652359	43740571	10531	4383846	115786	GU280_gp05	RP11-298E9.1	M	PITRM1	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	MP1|PreP	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.952308232	-	-	Average Spectral Counts: 7|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.952308232|SAINTexpress BFDR: 0	-	BIOGRID
2652360	43740571	10463	4383846	115726	GU280_gp05	-	M	SLC30A9	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	C4orf1|GAC63|HUEL|ZNT9	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.886323242	-	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.886323242|SAINTexpress BFDR: 0.05	-	BIOGRID
2652361	43740571	60493	4383846	121924	GU280_gp05	-	M	FASTKD5	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	dJ1187M17.5	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.758365887	-	-	Average Spectral Counts: 7.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.758365887|SAINTexpress BFDR: 0	-	BIOGRID
2652362	43740571	148867	4383846	127176	GU280_gp05	RP11-30G24.1	M	SLC30A7	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	ZNT7|ZnT-7|ZnTL2	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.766972437	-	-	Average Spectral Counts: 4.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.766972437|SAINTexpress BFDR: 0	-	BIOGRID
2652363	43740571	10426	4383846	115695	GU280_gp05	RP11-480K16.2	M	TUBGCP3	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	104p|GCP3|Grip104|SPBC98|Spc98|Spc98p	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.753607002	-	-	Average Spectral Counts: 7.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.753607002|SAINTexpress BFDR: 0	-	BIOGRID
2652364	43740571	79934	4383846	123009	GU280_gp05	-	M	ADCK4	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	NPHS9	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.80074032	-	-	Average Spectral Counts: 3.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.80074032|SAINTexpress BFDR: 0	-	BIOGRID
2652365	43740571	113174	4383846	125228	GU280_gp05	-	M	SAAL1	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	SPACIA1	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.769472929	-	-	Average Spectral Counts: 3.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.769472929|SAINTexpress BFDR: 0	-	BIOGRID
2652366	43740571	92840	4383846	124983	GU280_gp05	-	M	REEP6	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	C19orf32|DP1L1|TB2L1	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.955657163	-	-	Average Spectral Counts: 2.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.955657163|SAINTexpress BFDR: 0.05	-	BIOGRID
2652367	43740571	92105	4383846	124909	GU280_gp05	MSTP093	M	INTS4	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	INT4|MST093	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.943304706	-	-	Average Spectral Counts: 2.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.943304706|SAINTexpress BFDR: 0.05	-	BIOGRID
2652368	43740571	89874	4383846	124629	GU280_gp05	-	M	SLC25A21	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	ODC|ODC1	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.880779937	-	-	Average Spectral Counts: 2|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.880779937|SAINTexpress BFDR: 0.05	-	BIOGRID
2652369	43740571	10844	4383846	116055	GU280_gp05	-	M	TUBGCP2	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	GCP-2|GCP2|Grip103|SPBC97|Spc97p|h103p|hGCP2|hSpc97	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.83958055	-	-	Average Spectral Counts: 13|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.83958055|SAINTexpress BFDR: 0	-	BIOGRID
2652370	43740571	80222	4383846	123188	GU280_gp05	RP11-54A4.9	M	TARS2	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	COXPD21|TARSL1|thrRS	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.758110505	-	-	Average Spectral Counts: 2.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.758110505|SAINTexpress BFDR: 0	-	BIOGRID
2652371	43740571	57142	4383846	121400	GU280_gp05	My043	M	RTN4	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	ASY|NI220/250|NOGO|NOGO-A|NOGOC|NSP|NSP-CL|Nbla00271|Nbla10545|Nogo-B|Nogo-C|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.873826097	-	-	Average Spectral Counts: 10.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.873826097|SAINTexpress BFDR: 0	-	BIOGRID
2652372	43740571	51439	4383846	119541	GU280_gp05	-	M	FAM8A1	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	AHCP	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.80448832	-	-	Average Spectral Counts: 2.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.80448832|SAINTexpress BFDR: 0	-	BIOGRID
2652373	43740571	10157	4383846	115459	GU280_gp05	-	M	AASS	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	LKR/SDH|LKRSDH|LORSDH	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.765109504	-	-	Average Spectral Counts: 3|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.765109504|SAINTexpress BFDR: 0	-	BIOGRID
2652374	43740571	26993	4383846	117940	GU280_gp05	HRIHFB2018	M	AKAP8L	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	HA95|HAP95|NAKAP|NAKAP95	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.751981385	-	-	Average Spectral Counts: 4.67|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.751981385|SAINTexpress BFDR: 0	-	BIOGRID
2652375	43740571	25980	4383846	117464	GU280_gp05	CGI-23	M	AAR2	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	C20orf4	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.801486724	-	-	Average Spectral Counts: 4.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.801486724|SAINTexpress BFDR: 0	-	BIOGRID
2652376	43740571	28969	4383846	118793	GU280_gp05	HSPC028	M	BZW2	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	MST017|MSTP017	Affinity Capture-MS	physical	Gordon DE (2020)	32353859	2697049	9606	High Throughput	0.756364362	-	-	Average Spectral Counts: 2.33|High confidence interactions were identified using a two-step filtering method involving two different stringency cutoffs. Significant interactions had a final MiST score >= 0.6, SAINTexpress BFDR <= 0.05 and average spectral counts >= 2.|MiST score: 0.756364362|SAINTexpress BFDR: 0	-	BIOGRID
2656271	1489678	1489672	4383916	4383913	SARS-CoV-9a	SARS-CoV-5	N	M	ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|Nucleoprotein|NC|NCAP_CVHSA|PRO_0000106003	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Two-hybrid	physical	He R (2004)	15351485	694009	694009	Low Throughput	-	-	-	-	-	BIOGRID
2659491	1489672	3551	4383913	109767	SARS-CoV-5	-	M	IKBKB	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	Affinity Capture-Western	physical	Fang X (2007)	17705188	694009	9606	Low Throughput	-	-	-	-	-	BIOGRID
2659695	1489669	1489672	4383917	4383913	SARS-CoV-3a	SARS-CoV-5	ORF3a	M	3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA|PRO_0000106131	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Two-hybrid	physical	von Brunn A (2007)	17520018	694009	694009	High Throughput	-	-	-	-	-	BIOGRID
2659737	1489672	1489678	4383913	4383916	SARS-CoV-5	SARS-CoV-9a	M	N	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|Nucleoprotein|NC|NCAP_CVHSA|PRO_0000106003	Affinity Capture-Western	physical	von Brunn A (2007)	17520018	694009	694009	Low Throughput	-	-	-	-	-	BIOGRID
2660121	1489672	1489674	4383913	4383920	SARS-CoV-5	SARS-CoV-7a	M	ORF7a	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA|PRO_0000037435	Two-hybrid	physical	Pan J (2008)	18827877	694009	694009	Low Throughput	-	-	-	-	-	BIOGRID
2660122	1489672	1489677	4383913	4383923	SARS-CoV-5	SARS-CoV-8b	M	ORF8b	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	8b|ns8b|SARS-CoV sars8b|ORF8b|SARS-CoV ORF8b|NS8B_CVHSA|PRO_0000106135	Two-hybrid	physical	Pan J (2008)	18827877	694009	694009	Low Throughput	-	-	-	-	-	BIOGRID
2660832	1489674	1489672	4383920	4383913	SARS-CoV-7a	SARS-CoV-5	ORF7a	M	7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA|PRO_0000037435	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Affinity Capture-Western	physical	Fielding BC (2006)	16580632	694009	694009	Low Throughput	-	-	-	-	-	BIOGRID
2690276	1489669	1489672	4383917	4383913	SARS-CoV-3a	SARS-CoV-5	ORF3a	M	3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA|PRO_0000106131	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Co-localization	physical	Yuan X (2005)	15763150	694009	694009	Low Throughput	-	-	-	-	-	BIOGRID
2692283	1489672	23586	4383913	117121	SARS-CoV-5	RP11-334P12.2	M	DDX58	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	RIG-I|RIGI|RLR-1	Affinity Capture-Western	physical	Siu KL (2014)	24509444	694009	9606	Low Throughput	-	-	-	-	-	BIOGRID
2692284	1489672	7187	4383913	113039	SARS-CoV-5	-	M	TRAF3	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Affinity Capture-Western	physical	Siu KL (2014)	24509444	694009	9606	Low Throughput	-	-	-	-	-	BIOGRID
2692285	1489672	29110	4383913	118878	SARS-CoV-5	-	M	TBK1	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	NAK|T2K	Affinity Capture-Western	physical	Siu KL (2014)	24509444	694009	9606	Low Throughput	-	-	-	-	-	BIOGRID
2692286	1489672	9641	4383913	115000	SARS-CoV-5	RP11-534L20.1	M	IKBKE	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	IKK-E|IKK-i|IKKE|IKKI	Affinity Capture-Western	physical	Siu KL (2014)	24509444	694009	9606	Low Throughput	-	-	-	-	-	BIOGRID
2692287	23586	1489672	117121	4383913	RP11-334P12.2	SARS-CoV-5	DDX58	M	RIG-I|RIGI|RLR-1	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Affinity Capture-Western	physical	Siu KL (2014)	24509444	9606	694009	Low Throughput	-	-	-	-	-	BIOGRID
2692288	7187	1489672	113039	4383913	-	SARS-CoV-5	TRAF3	M	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Affinity Capture-Western	physical	Siu KL (2014)	24509444	9606	694009	Low Throughput	-	-	-	-	-	BIOGRID
2692289	29110	1489672	118878	4383913	-	SARS-CoV-5	TBK1	M	NAK|T2K	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Affinity Capture-Western	physical	Siu KL (2014)	24509444	9606	694009	Low Throughput	-	-	-	-	-	BIOGRID
2692290	9641	1489672	115000	4383913	RP11-534L20.1	SARS-CoV-5	IKBKE	M	IKK-E|IKK-i|IKKE|IKKI	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Affinity Capture-Western	physical	Siu KL (2014)	24509444	9606	694009	Low Throughput	-	-	-	-	-	BIOGRID
2692291	1489672	7187	4383913	113039	SARS-CoV-5	-	M	TRAF3	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Co-localization	physical	Siu KL (2014)	24509444	694009	9606	Low Throughput	-	-	-	-	-	BIOGRID
2692513	1489671	1489672	4383914	4383913	SARS-CoV-4	SARS-CoV-5	E	M	ORF4|sM|4|protein E|protein sM|small envelope protein|env|envelope|SARS-CoV E|SARS-CoV Env|VEMP_CVHSA|PRO_0000106074	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Affinity Capture-MS	physical	Alvarez E (2010)	20409569	694009	694009	Low Throughput	-	-	-	-	-	BIOGRID
2754704	1489672	653519	4383913	575849	SARS-CoV-5	RP11-373C9.3	M	GPR89A	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	GPHR|GPR89|GPR89B|SH120|UNQ192	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	6.735694716	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754705	1489672	57189	4383913	121438	SARS-CoV-5	RP5-894A10.2	M	KIAA1147	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	LCHN|PRO2561	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	7.166504023	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754706	1489672	23230	4383913	116835	SARS-CoV-5	RP11-498N2.1	M	VPS13A	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	CHAC|CHOREIN	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	9.892358876	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754707	1489672	479	4383913	106969	SARS-CoV-5	-	M	ATP12A	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	ATP1AL1	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	7.6672275	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754708	1489672	857	4383913	107305	SARS-CoV-5	-	M	CAV1	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	6.742637353	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754709	1489672	79065	4383913	122518	SARS-CoV-5	-	M	ATG9A	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	APG9L1|MGD3208|mATG9	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	10.57066695	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754710	1489672	84912	4383913	124349	SARS-CoV-5	PSEC0055	M	SLC35B4	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	YEA|YEA4	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	7.71555553	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754711	1489672	7851	4383913	113606	SARS-CoV-5	-	M	MALL	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	BENE	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	10.56771951	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
2754712	1489672	10585	4383913	115834	SARS-CoV-5	RP11-334J6.2	M	POMT1	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	LGMD2K|MDDGA1|MDDGB1|MDDGC1|RT	Affinity Capture-MS	physical	Stukalov A (2021)	33845483	694009	9606	High Throughput	7.04190686	-	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID
