TE,N54,N58,N60,N70,N82,N83,N84,N85,N86,N87,NV1428,NV911,NV912,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1422,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V2241,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
LTR14C,5.935628711712112,5.74426544304651,5.62125597387468,5.122411000069642,5.767860831003478,5.6824960316938276,5.332464337324075,5.493866074455676,5.423264490976065,5.296801274833735,5.433664647958801,5.410700270419444,5.703650188497191,5.758036839709765,6.238307185594613,5.623023723012343,6.057498603956503,6.365534301263023,7.122268931848062,5.74124934270764,5.730991753731925,5.328594312642781,5.647574789534746,5.3004281694611475,5.86863904179846,5.682805902117829,5.554737165110187,5.6417092626579635,5.465113825764301,5.887883797333661,5.706955560807296,5.690456994779318,6.259528389657396,5.419011355613245,5.649302912799823,5.527895061836412,5.152664477138782,5.013856961812614,5.168002098471262,6.590342668617791,7.403199801988112,5.6274175458012365,5.375328080122824,5.271639724828509,6.463966504004656,5.682260651776463,4.797223403872326,6.479662121455958,5.820562851837704,7.742778889939826,5.886763093874737,5.841021131989136,5.573558737131047,5.676019075545138,6.34564064748466,6.364490768903235,5.777479162690497,5.902050812228338,5.502225917858991,6.068202535788561,5.91143365687262,5.75543036146123,4.848468907616397,6.180576425878877,5.553371769786088,6.123177790094558,5.874309629651904,6.131033949501046,5.89258289630721,5.964520863095709,6.05651166277439,5.672445680248551,5.669660050413616,5.657019717258305
HERVL74,3.469298004124402,2.080679020012075,2.5855320661115724,2.359950245945236,3.405205575499741,3.336020323073736,2.6724282069530867,3.339724857414878,2.467509860987085,2.5821221652915463,1.9537081279406916,2.11206190653047,2.61154648612452,1.6979618760983157,3.0648185376759707,3.405961513847554,2.56448571544089,3.5749060384005604,3.0563357994109257,2.6520609532420054,3.532326867231469,2.3104017503334964,2.8497221662886636,2.542549219486778,2.2318055138916435,1.8963144045860356,3.101035091217594,2.4456700929834487,2.434421000654018,2.9642724140867203,3.3382799126582583,2.425710840041847,3.1312041874971364,2.5178871038869515,3.0113263777644974,2.153179414413823,1.8105678351161023,1.6170938093602256,2.2065585933901057,2.6965802031291046,3.3910738266049383,1.7798248775350187,2.566489143153013,2.3994734923678793,3.081621511634836,2.343652558414063,0.8917680100882606,3.1801404662830475,2.327454025461332,4.073474857137609,3.424741623441159,2.5038281411513212,2.053160198475308,2.207671846948407,2.9371807289144343,2.916848552530056,2.6518134827482815,3.1803638801457264,2.52458276095813,2.5884082352944824,2.4824128421408393,2.206337532773146,2.0673789838892875,3.333521482049596,2.2105291384360948,3.0676589514176023,2.8086463608546506,3.292700099337201,3.331030839529413,1.7463325353651382,2.896891517545923,1.6905309894066542,1.9187431656169702,2.335308380244769
MER4D1,8.611785947522424,7.996730490229708,8.368716327396655,7.793309561169894,8.355460839423214,8.402251615165163,8.06657327028847,8.109959920653118,8.146273682602144,7.902702049906831,8.105545390732052,7.596161644694431,8.140046480187095,8.09712120419837,8.615673490670108,8.714562270042668,8.279594386446409,8.657723366604138,9.144119802394872,8.22254618871368,8.38637446630975,7.634632900998552,8.250995573953727,8.025303545816598,8.03030441870976,7.710683467077193,8.116667451394987,7.795902852468658,7.8612545402477245,8.107682491707388,8.818556797476715,7.713845193529171,8.752594490534015,7.668593673613346,8.446996460080905,7.698776668241419,7.64480890489432,7.390275516242376,7.521085909454099,8.891822889893595,9.790378373739394,8.09042304834548,8.25067515145883,7.6679943046635834,8.589498400836657,8.16780038948043,7.205977402692142,8.865205228429621,8.014100880319052,10.12664439090783,8.584053611154603,8.182283834583071,7.776696476681143,7.783717763643601,8.710218425902518,8.624212590644044,8.047212385466226,8.824024330822242,8.057473801490284,8.490811166861299,8.082743540137868,8.01885687471641,7.568495596892825,9.413422653380577,7.548318239366959,9.021193611183646,8.46569678076459,8.875169102175757,8.59377831294624,8.129239692603448,8.553672430700432,7.919513853564235,7.726513491631637,8.060927954745864
MER65D,4.021133194676347,3.8461611109356353,4.071032106806585,3.6059483388010944,3.3383544890720156,3.840952623677774,3.072759336575778,2.940389791444652,3.513621015438108,2.430182251201964,2.8895780861857796,2.332042552224902,3.046810704750942,3.1667427981534635,4.248668019592561,4.022074705486491,3.3594812014047073,3.673147682041782,3.5822979338618914,3.9101858530896805,3.6779770521905655,3.0155501918535963,3.3473755438554216,3.0425154013765927,3.2296422372111424,2.725824624166328,3.5179866135035036,3.3770919409806135,3.0705946387221554,2.6535752360100613,4.371971237732614,2.6691116037572247,4.068128674006309,2.7644544882406255,3.5968260181496863,1.810520058573614,3.235582140799937,2.788127719231026,2.8127478008221294,3.3783453932682064,4.375139730035688,3.636806842108159,4.170647099509081,2.5333735892401053,3.7487570981036336,4.072442923660876,1.512718353450648,3.447201338312916,3.3637839976556254,4.398515133181173,3.927249327563624,3.8050299809023835,2.192244452861867,2.724629122054199,3.155055911244074,4.805487485097823,2.9624461225966203,3.8082450762859454,2.9470354916913357,3.658116551314272,3.3471874341253223,3.0409001521083745,2.884107641295726,4.000984747865903,3.0099418037105092,4.702756716422225,3.447624644579534,4.407352897432758,4.138817796313604,3.320772569586007,4.206633134383982,3.478798513590758,2.934204238428403,3.3843315792735544
LTR10B,4.520263742883145,4.762445540287318,4.6286944665615275,4.117889095319329,4.087022608216627,4.358959841322775,4.5603682429034995,3.9715312152707964,4.281950682530912,3.909260503997376,4.178014445999313,3.5118633886994446,3.8917505233560172,3.87560426868656,4.200986647936306,4.36220940241077,4.106910279055206,4.69208007827253,4.743951039422184,3.646755969627186,4.632108559618624,3.6319664327686896,4.076612283405009,4.210804091995961,3.5271247533967998,4.343823938546986,3.918563964721503,4.348509545409436,3.8805864584953578,3.980956758805694,4.712304513037256,3.771786220276163,4.2222567717651005,3.695380095545539,4.6737416399103555,4.050895499268552,3.474188475848788,3.724603744976129,4.0339004656192134,4.418106009515429,5.26904504583885,4.006416238030186,4.383163368732238,3.71093843954029,4.688792904620115,4.227935923861337,4.129932178149529,4.8050360862246455,4.007884439145509,5.634511051946365,4.001667945611969,4.230620486603638,3.939100809539951,3.5325220933445807,4.331306442810085,4.224342774042392,4.599595939507649,4.7111353085806495,5.357937324348085,4.060684127984561,4.4453825192304945,3.960289148231537,2.68501198934817,4.627533531493261,4.2238479432532055,5.144121059965576,5.224089215235528,4.98815453811876,3.5696533837480806,4.638499991777103,4.246852877841822,3.988573649998541,3.588302608454547,4.645702416075115
LOR1a_LTR,6.2355582630146,5.798785375522784,6.001916572417002,5.705148439515516,5.893137037894344,6.072910450767876,5.7050032146631295,5.768409931110494,6.0448457671379705,5.6805839100599,5.666522162692065,5.252514789483115,5.6950975749983215,5.912788320935469,5.809943575275696,6.3089045208351,5.9604659817168,6.420784970830584,6.630221156163885,5.842539657942454,5.7035978273416985,4.444146446193517,6.27843646695519,5.405285423011205,5.65572467552555,5.723633500474014,6.096320354395137,5.357966832828118,5.399188765304679,5.978328274387193,6.639073059855103,5.283228827758725,5.615066789132511,5.50467344575993,6.344218246289209,5.682916632688401,5.59352959685151,4.864314645504829,5.349372373596366,6.40174725200445,7.65030420967034,5.5856639546598785,5.760737427594047,5.095824559787874,6.369198704802212,6.153654571829061,4.4511319993695535,6.3178508325507385,5.872605859859996,7.599222242440479,6.030141835090771,6.180932893165074,5.634207902220325,6.087266543741345,6.348340366820864,5.797526609352082,6.19995859400068,6.53894441238993,5.633699636305613,6.565482287133473,5.9071546434174005,5.814672765743303,4.564402260935499,6.927717705672468,5.451044748149003,6.271553027116506,6.405267765987418,6.789074394505578,5.734747700984447,5.815965525243476,6.126844978084272,6.046463729919124,5.532888757617392,5.829330870654019
MER88,2.068555959871776,1.9140382845138604,1.6785418127904401,1.0507837874829393,1.7649215544091181,2.1326957096259793,1.3119460356772883,2.4464656301923178,2.7363026523555205,2.8044333519624107,3.0132292616496805,2.7937053393078224,1.6563801926318702,2.4565028022765163,2.6286864447254037,2.5360247135610314,2.257345123762568,2.453813330530734,2.4305911465441277,2.3247530618671366,2.3024807354252363,1.8912708889549137,2.5506338518826843,1.6834706416492455,2.506687880299333,1.2395843412151906,2.2201674945628067,2.570944889955218,2.2859397445661034,1.8156235768106146,1.6856781470412088,1.4290801265803703,3.1312041874971364,2.66389501683359,2.402799319666849,1.675466486216326,2.138633394544883,1.9282682719767676,2.4165357907830396,2.0471662973763443,2.0279137449903826,2.491674912326013,2.7213878873505983,2.8045798292890742,1.6475650201948966,2.04153558275286,1.0980139461160336,2.5455661677979786,2.7062838075421007,2.3935368625635984,3.153190532713911,1.73809430258438,2.2570615246215056,1.9617840187618472,3.283937997357208,2.468834298401862,1.3276163505257084,2.692344420618128,2.0272117130838105,2.47469503234732,2.6499740795130173,1.66403367559255,2.2163423520740917,1.4156940725353895,1.8562077691448098,1.83527278574059,1.3228322234150771,2.0644614694752628,2.5933929340783646,2.4583811793434682,2.251400713582418,1.7971305132526159,1.730073021973136,2.2695651648516075
LTR27E,3.888253215652818,3.537415770843767,4.103540286531985,3.058602468516434,2.749347186344527,3.3526675041739926,2.7595314252376406,2.9875503483012604,1.2188296462601178,2.400689058996691,2.6374350803752105,2.2942133453945366,3.3345943294389015,3.9982384190900664,4.326669353733916,4.009956732145008,4.0763227690824175,4.337502128825418,3.9496278490875363,3.205787272922844,3.4702439536331533,2.129254464253729,3.724212655206303,3.093514806349473,2.9770171273366124,3.0262424765630866,3.379909149434307,3.75078168467441,3.584544064073348,2.9571316901838207,4.013465177565322,3.415076485857677,3.8605799083643846,2.9440122562534135,3.2995593025581997,3.0991583463057317,2.427631205403255,2.2299369533205966,3.0290740102009828,4.02822013876519,4.5994542049782146,3.671493606123395,3.3620611075563214,3.4545979464559546,3.5145715603636445,3.5754311551920304,2.9653195308172764,3.8017852057131765,3.2135396581947266,5.046975198542539,3.99879434521145,3.682988323011334,3.9311065255158657,3.628763838886847,3.9180467275095863,3.9713116544401093,3.9527900771563,3.9563623427252943,3.717856330202362,3.7268684199883957,3.607373786781501,3.6105851977202192,2.3513540552704915,3.6333761125692083,3.9947459025365477,3.4283901459044093,3.2629285017340885,3.996508291430541,3.067147758661803,3.785055228393917,3.9402736464165526,3.0502268125038094,3.439092448859662,2.953602195015559
LTR65,2.7861457160590044,2.299308816689887,2.88811638284043,2.5604690462252266,3.3037302318023145,3.635242962708475,2.974120816473863,2.981620014259925,3.4552210622728206,2.997017500903707,3.1631618451710226,3.063203381737832,3.1812493644116873,3.640562482137274,3.4360955447641968,4.6438234931757725,2.56448571544089,3.3946614593220152,4.095996742083441,3.3892514657630346,3.370303862477636,3.4871233181148384,3.0033206365057623,3.6394830943314327,2.789842617063943,1.9607981888313253,3.101035091217594,3.599254176943734,2.6112548473949535,3.054560375111064,4.534133671386688,2.791735717553273,3.3942798807391177,2.3554212127964904,3.1814304479830895,3.1937690739738462,2.3561332438590448,2.934656881888707,2.7623842739626157,3.6942462227084905,3.242587870509623,2.42785307823191,3.873022732587531,3.176175764663375,3.5874522718080293,2.901769813781199,2.997502571755223,3.1801404662830475,2.59071821970802,2.6322380658356024,3.622684210829119,2.128998990071544,4.0841248426862355,3.0423965094538947,3.940989029650597,3.402711519013416,3.330452090025177,4.514407393363682,2.3770592105305544,4.457403186364933,3.613692766583784,3.1623789939827978,1.9012446545895498,3.1347864963151344,2.4422195729861103,3.68692603015048,3.7018304505172046,3.147849507567881,3.8673966054245756,3.0494971219648623,4.206633134383982,3.0318046971022556,3.247517780801339,3.586850286572163
LTR24B,6.228218526973425,5.402539978877257,5.113363835849262,4.858782929552773,5.19921973634344,5.8185257178494165,5.745185019056971,5.741988284006665,5.236498490879989,5.2746636370767455,5.814120981328253,5.4737056128050465,5.783330514635647,5.281913664259031,5.91854762014412,5.837613019243554,5.373573749070406,5.9350234914430375,6.169727484851934,5.212888409646569,5.912688377668929,4.7577713747754435,5.20562683108408,5.4605263514004685,5.564939748958044,6.1690835459197455,5.411466361532681,4.926227619411995,5.055198521678607,5.527010978296852,6.345212096421213,4.6508612175842305,5.803029902276031,4.984225900883259,5.567251993803119,4.86070210687358,5.216610786023347,4.4380032036404895,4.690864437995836,5.006007607904538,5.906838071841003,5.371622470689569,5.53007581456539,4.473104016633127,5.448269288238808,5.495541716782495,6.7634639572307265,5.639362954756483,5.125646966624802,6.06996352284849,5.731046714874064,5.2910775897679185,4.975050438607226,5.144995765821736,5.996514153089476,5.786061994085988,5.158949268251858,5.999139115995763,4.924260172571208,5.498807035956767,5.305307723180424,5.2059092964037275,3.734339948134825,5.991820684350589,4.917869968014305,5.96162983017648,5.175391786290943,5.798799533989671,5.41075157292475,5.001972790625947,5.836758881436098,5.252826126009469,5.128838158946768,5.225710441178429
LTR43,6.056129702052642,4.86754609404354,5.452235044669124,4.276504744787816,5.206566627872947,5.195081997188162,4.902259455955013,4.189073006389115,4.440819803920873,4.39158280830202,4.941787207983738,3.8317603958661786,4.780706879286869,4.432861899604208,5.5124222944487,5.427727482520398,4.854433541632254,5.361849191475726,6.053370479370812,5.022468401761161,5.006957484875985,4.919157447412867,4.71814244197939,4.914475792054094,4.966870295403158,4.926779290324893,4.74482122867249,4.334408378542057,4.742426168630467,4.442111938341361,5.747102392737923,4.776570946250687,5.168844068335751,4.490886784074443,5.065856134171692,4.013872742418983,4.29294132591776,4.965134099922945,4.357135575782186,5.754674042318172,6.153970874734471,5.129296475072289,4.916219880532954,4.6981978881869795,5.371671424731908,4.974219779186439,3.961436652889756,5.507111615855655,4.875564995590535,6.65328582481773,5.923907777757478,5.068287961697519,4.578396627583915,4.576642084056756,5.109403411577086,5.577890248818332,5.238035019445218,5.3541702228409624,5.055328049055066,5.29214347308846,5.076207541636007,5.157165141346055,3.5779016153027974,5.80768028298907,4.7928819252118835,5.867950906396408,5.4252782132216,6.187885562999911,5.225886912196183,4.8555077833224285,5.3166777688368745,4.482090121638902,4.788305072267927,4.674310389239977
MER67C,4.349661270642628,3.7198580089844544,4.081247863562071,3.8552158021722125,3.9440461094975543,4.413605443492903,3.6622367743838393,3.401794393550895,3.5379930156119577,3.1985957289988836,3.7655369696171013,3.3247829397091544,3.5271386655444115,3.5816807403904227,5.041996901897903,4.641547062410316,4.011176588645687,4.577074478727801,5.2553599912302165,4.23141642371231,4.531283018442305,3.2634347084567508,3.746015023339489,4.094848533465895,3.535888960673604,3.709465007424357,3.6135100720807634,3.62837289789026,3.678823376340942,3.8870547069708246,4.621711548861565,3.55616291992367,4.445012726109853,3.2238118234579027,4.145456273742653,3.6329345986223154,3.4399002468837083,3.6545549732852094,3.2382826731971655,4.478733328777583,5.511157944984036,4.433350471083835,4.285631302730385,3.3313246142730235,4.450111014963859,3.8744155534238,2.649676651715248,4.297455990480762,3.761281330326759,5.486276699971274,4.52596835259263,4.3691373791535,3.132633876051004,3.6464784674461153,4.840125895473909,4.7252935757537005,3.8667980247497113,4.530738066555589,4.094927874523313,4.488885915574394,4.082718033791667,4.078132248014573,2.3513540552704915,5.122496169016032,3.5909975636377993,5.0621047798093946,4.29421148792608,4.454140644688843,4.599418185489464,4.2395654887442715,4.4208391021384585,3.7940490071904804,3.478921406775006,3.7536738539699015
LTR51,4.648630364966443,3.957476504578566,4.446908337478348,3.5504759560923347,3.6996377992941816,4.058082323205696,3.436068402191978,3.546202866719667,3.911282943502968,3.134482250313134,4.061323703335786,3.4553944725477157,3.981550591002726,4.42285101281843,4.750774341585481,4.356277155403509,4.0279934735325655,4.695567421882848,5.2739128033433404,4.560757252390444,4.403056055546888,3.5654113000631877,3.185580183883752,4.025284862936786,4.266006310432047,3.2491655195547753,4.01441629106628,4.006572112575904,3.916239222959837,5.055607979532612,4.6659653412585715,3.4979393910905947,4.660294525881819,4.035822826446801,4.24106882468858,4.032064111965402,3.289437804523515,3.744741142988498,3.6793542223663085,4.443320684695171,5.264941233982221,4.133411071924428,4.307387276281799,3.2032204421177597,3.9109762413962885,4.351930659807753,2.438244298490454,4.5019152020144535,4.235355416431511,5.648534796698628,4.480249726497563,4.159523743786554,3.6496747032332055,3.8288769830076363,4.755540882960346,5.655111273999063,3.915729329121203,4.913576653812768,3.945049117654401,4.613311428028504,4.4812767031510585,3.7583113170377365,0.9349198269554799,4.649133019048044,3.3029834964109606,4.363448937051377,4.1307035360622395,5.077409325567084,4.548836025180114,4.278890059848612,4.142237465860179,4.176279164826986,3.7564051555364637,4.28054493503615
MLT1J,3.4369269298259866,2.9857850710718306,3.2022430401362123,2.1269922336342937,2.4743724087916186,2.9968058910806645,2.6724282069530867,2.189234041106227,2.6347130500153733,2.3192014803055834,2.9731783060350603,1.649049896627599,2.61154648612452,2.2451015632845794,3.7604608459964917,3.326980330162131,3.160327712541595,2.525702314456194,4.095996742083441,3.082840420201519,3.023017232894121,2.2484679470584115,2.5506338518826843,2.207777870281519,2.2318055138916435,2.6882295171667727,2.7550165906407975,1.8945623071557591,3.0087661095631226,2.401684992830801,2.5671753362646372,2.7620429011162546,3.42823201344719,2.7644544882406255,2.869140633704409,2.4712350375303247,2.2514782120183723,2.818648359515177,2.279999496262365,3.649925097421743,4.034808601931055,2.7742552619107865,3.214234095501272,2.8045798292890742,3.081621511634836,2.273845406584663,1.7755861844685696,2.85215152286995,3.5298670207136165,3.353034177005456,3.0190946934789866,3.218094887918976,2.4356810687204895,2.9775831620432243,3.086023240792198,3.625259672442647,2.6518134827482815,3.834793478975041,3.5736648518826284,3.402291772193863,2.8468388041117056,2.8125057636054454,2.3513540552704915,3.1347864963151344,2.3310204233754326,3.366029677545078,3.187207631752149,3.7394882459682175,3.2569771922683564,3.0116992046815763,2.672085556795423,3.1165939300674976,2.6084263813129165,2.7268881933116917
L1M3DE_5,2.978345602983422,2.603077393065402,1.8484905428839808,1.720892908316873,2.041986485373671,3.0345490135909703,2.1768206139390873,2.504195949814935,2.876416045285001,1.9974439498840864,2.656558603573579,2.6373770103536396,2.1690911985083665,2.751838030911054,2.9675148174454145,3.367011338409641,2.817576902869315,3.505486471811282,3.7486299138144417,2.609608900563631,2.885810727474624,1.9701361270878845,1.777980660694687,2.729126014105515,2.7374839524769343,3.4866869308815525,2.298912337393271,2.378702211068312,2.3371503521139085,2.3311858110693167,3.2662376843020895,2.2226884499830635,3.586950762711627,1.047875788412178,2.9181095214377026,2.511446105050721,2.016207350685553,2.274936448431492,1.8685029665184654,1.6571332903970484,3.588567903631072,2.966202623615662,2.6715802584409016,2.8045798292890742,3.305632525628334,2.6495335230985892,1.9978596120173513,2.8974655908841656,2.327454025461332,3.1374716610180213,3.352227833126263,2.630168432468322,2.594602265318363,1.6651996376587475,2.81451710667568,2.653508770708111,2.3295074627107586,3.544372300166721,2.5592214918998857,2.9704389372441296,2.6499740795130173,2.2797754010163596,0.9349198269554799,3.3067526205260664,2.079049985272397,3.453189141768954,3.0369468325976197,3.117048664917017,3.4354378393958065,2.4583811793434682,3.5542201449186934,2.511730626166675,2.370555726483734,1.5961213385147597
MER41D,4.546132786786403,4.080623073543883,4.104980384616783,3.727646705002886,4.031285195667203,4.039639472679663,3.705695102266204,3.7023401562450546,4.150906306517981,3.605679904101895,3.564572908771001,2.934738072452666,3.5559671298866578,3.9035490977547913,4.530000860841605,3.8909298610495515,4.109257430231571,4.47725373216451,4.2144801136019225,4.2233896121426,4.531283018442305,3.460053918475413,4.058014089824755,4.177336272665078,3.5049001264482396,3.372808824954613,3.484686295449399,3.0726164082591785,3.8114917444811276,3.7386139019651674,4.549390790169465,3.4614546491105203,4.0895042277319416,3.321547259544708,4.141484062687869,3.1688429954781667,3.597648667423013,3.2578593109193568,2.9540773944824146,4.671069491350757,5.583210374145443,4.072105101980686,4.206066248472789,3.557751526464827,4.16080712238654,4.13284006321902,2.9180883164463745,4.681036411417478,3.761281330326759,5.50574031599018,3.902070453430643,3.9574272693519936,4.0841248426862355,3.5677738278226054,4.390763506763655,4.258809240925126,4.117445284662656,4.684617771299529,3.945049117654401,4.195528040618524,4.092469265836046,4.0377418817236626,3.2025837700269384,5.030765574268007,3.8784779530565126,4.702756716422225,4.05452719022426,4.766124110119972,4.384664418506814,3.49525566798212,4.142237465860179,3.963859752280479,3.5997630605359086,3.98527182371936
HERVL66I,7.099525843272553,5.941301538643947,6.758233825354606,6.38400554034844,6.212490228100141,6.610203700128424,5.975110087277465,5.228683532919575,5.400231754798028,5.409452568784169,5.875161596355765,5.4966408500230735,6.212887741507414,6.089229193570446,7.0737001369283385,6.454180937650854,6.636593801925885,6.962571698741245,7.449694021335297,6.821354872321903,6.805588167668316,5.575578993997267,5.608198454185265,6.228844877137985,6.56847681766703,6.390073248597212,5.870513666801325,5.75825881202866,6.079180947431957,6.454374006821868,6.766726323519757,6.248785968793798,6.74698250719885,5.79686128300375,6.578855298976545,6.021169234928908,6.1359215797888025,5.727498086725683,5.399831204262319,6.784779702942911,7.719915925292941,6.111608467542105,6.022536406664647,5.575768403188905,6.63884544267178,6.140152724492116,5.511781119835034,6.644886327595195,5.845987587702002,7.955534855230628,6.742442770418929,6.867388895039119,6.144109832799793,6.297078042181626,6.472768664992042,7.058521287695104,6.832751913030946,6.641916913235637,6.351899721603839,6.917533091919159,6.369326401688996,6.407157460047753,4.3648080351605225,7.466535258492645,6.5062865989535394,7.400097377898971,6.777596815388549,7.476642861319022,6.804435719706525,6.942915594188365,7.275665821590443,6.532713978569156,6.425812136335498,6.46681092207274
HERVK,9.787855709683635,9.1090435503973,9.348104459494767,8.956769345961112,9.547197509035668,9.937606236960136,8.776158867373898,8.843768804385583,8.764314506539666,8.61791889392231,8.948861405392492,8.444041584634633,8.827597700355621,8.68735157668392,9.697465340685635,10.584544312913241,9.499022350178427,10.243407277067018,10.022767799224416,10.014469479660274,9.63302075478545,9.027604265673004,8.947339538272628,9.079293863313032,8.57858428895157,8.820505804948683,8.668673577101915,8.577549534328897,9.241835451442652,9.037407063601853,10.346616853090179,9.0620795610115,10.008201754920055,8.489966622158974,9.604498948889685,8.46423249683705,8.91224654593798,9.286266037442044,8.262725130986944,9.83244143957469,10.015816638358347,9.40223472904224,9.847154774135408,8.5164136971975,10.6576960686711,9.356001961028516,8.014768240855604,9.359654125809843,8.931724707711574,10.106551055149122,9.858425444216614,9.28160699296847,8.493167485698553,8.91077633149731,8.955007937940708,10.206230962789745,8.977395864296998,9.901028897450336,8.825801646266436,9.318556166742631,8.951099597044264,9.732271753640974,8.63526904720112,9.591289501459261,9.33689167186027,9.806496550036028,9.249920328987079,9.964496803281095,10.167461370417104,9.107095321928906,9.542632976775986,9.240753016458555,8.924733801921107,8.848518703205885
LTR29,4.967079215830342,4.166698564408925,4.679967971895461,3.5234005483709665,4.299988449879527,4.331980200031325,4.219828795647223,4.363245043421882,4.424185430456898,4.224689688423486,4.530077376237679,3.9269635531900122,4.647236293205038,4.278676565294,4.482348554509864,4.753858116025415,4.209977403251672,4.638124325673683,5.000788597496954,3.8760091572811515,4.231814588989927,4.035450893280251,4.074219084496475,3.446388591308647,3.7858363752994424,3.8617238366510818,4.494583627250021,4.409186573559917,3.567247729678777,4.633208488468447,5.11614981770893,3.975759590456307,4.700006501452413,4.137689199110258,4.526606228718623,3.644288716702042,3.5563762402908714,3.909053489005504,4.4499978079037446,4.7170020675286795,5.747688732672764,3.6779331486566287,4.138562651059551,4.400451560612761,4.653086156543993,4.784114257746853,3.038405052087774,4.972563452122307,4.280968246324057,6.023537321591556,5.029562358863389,3.8665479093789474,4.038555373351173,3.7699495668924725,5.1200005568702585,4.695267138878104,3.9313645080481905,4.874840480509498,4.510205092656558,4.697435961494792,4.463576256514058,3.8776182547146747,2.8639577424775178,5.239979228188325,3.498943056308567,5.0452151710027495,4.468252194671052,5.122162847035879,4.06321686361646,3.938119035473841,4.77674606036646,4.091118131218218,3.8580459644077676,4.4656846836605455
MER65C,3.469298004124402,2.708683915145636,2.7230459435148116,3.007608958919076,3.5599198334230833,3.274259923209956,2.629861887716186,2.809119697572902,2.920251478098755,2.198966575645803,3.66855134197865,2.6913906462173505,3.417529537778576,3.2062603997478627,4.163358201665919,3.8632071302408963,3.510714890246365,3.794524115858238,4.2144801136019225,3.4626413801566733,3.784757497145768,3.157112248864396,3.457827039270215,3.2396741414802976,3.625051244109187,2.762464872386862,3.2272042631602367,3.0726164082591785,3.510571766861433,4.010842920601849,4.208595442203627,2.6036557926291835,3.7024418744181515,2.7644544882406255,3.7398852966756264,3.091371707690185,2.8969764478993416,2.9622578866108262,3.411689893734881,4.006948256565053,4.865635326157161,3.2871533485413424,3.5809096255673016,2.6945270876410983,3.476635580868075,3.468553889672449,2.6820880306959003,4.018483950017712,2.760770865566653,4.792252823562685,3.7691298857312,3.604144031734396,2.6915885736020067,2.68458054600664,3.5115809189875,4.403256507807914,3.137672103185612,3.6377961505104297,3.0722355013038656,3.0911110100293206,3.501274085453112,3.1230117346029216,2.588520160911223,4.430989502804696,2.857781437770956,3.9492721976516467,3.56209390661376,3.874523907480966,3.8422934282412626,2.5666171892251843,3.5868454786546393,3.3793542226864104,2.7476810705879653,3.1116248943225995
MER25,6.14966820096853,5.618749396836883,6.254614615178724,5.4193860105832234,5.83021098297933,6.074990295792361,5.714577506355809,5.577697660534535,5.441271575580663,5.243111725275524,5.689673764619559,5.258914470569473,5.881321989214728,5.342028262913273,6.402156176775398,5.95881571285316,5.907327836717965,6.062119211189151,6.341843654307392,5.665888941501051,6.116755765828139,5.1326076777008955,5.758229394359594,5.4008014203133055,5.4435229513834145,5.938464307903477,5.446410308151002,5.3863786692700915,5.480131403621529,5.390751218598259,6.324414240584304,5.803726550650983,5.986689822824431,5.448038449899626,5.95158344615617,5.13946756699414,5.153514227496776,5.072994561903145,5.024495246432357,6.351964561008345,7.5389496030970395,5.630142548674321,5.812810012142168,5.160514348619843,6.202409265147236,5.904836961303477,4.515022785751234,6.657318418441904,5.509870363911602,7.316560133625379,6.192386626649022,5.887885772982418,5.579818231830587,5.202451416837712,6.184277957391193,6.212070053942507,5.524780194911299,6.095394335788903,5.7596178862452865,5.821689773418079,5.502912142232823,5.339983781562036,5.191298047761606,6.670964451858706,5.398745193415891,6.416828106789958,6.2221703818961185,6.458816453653293,5.741844178280215,5.644169559520451,6.058845137581988,5.586083460710748,5.51089908660621,5.178550677842596
L1PA17_5,3.263188284482021,2.4891254722474137,2.7230459435148116,2.4835726168247683,3.3383544890720156,3.479758786260234,3.1650832737833,3.0986797591287196,3.044291470807984,2.7626275121293844,3.052198321524096,2.6373770103536396,2.6736955675028793,2.2451015632845794,2.8080249201847933,3.8061104394912015,3.097984374875825,3.2322644403159377,3.2351690477715422,2.8103814608818007,2.7341705734107147,2.2484679470584115,2.9539161078676415,2.772229633899007,2.0718493769099764,3.2747564552217576,2.6387276683803167,2.308473811377768,2.434421000654018,2.8679545051556694,3.1509441922249946,2.2226884499830635,3.359509427591923,2.220312399243803,3.2595083507149663,2.7316820087336953,2.8258628165699338,2.4013062750661294,1.769977404292223,3.1744292974923747,4.461659768299274,3.01044869917076,2.330113798001882,2.3994734923678793,3.544141596645708,3.267720809299705,2.1904154381777023,3.0254468053461814,2.1752977194051377,3.62587501482554,2.6471161616088787,3.508677798869453,2.378563617393531,2.4657434587981304,2.81451710667568,3.33226768091781,3.366099031721491,3.0504736328863484,2.6900142671470917,2.414290586078102,2.3588130723305385,2.4163064483394523,1.9012446545895498,3.333521482049596,2.594432435504577,3.453189141768954,2.460664380743435,3.4737870513232547,3.008850664624148,2.9728842956853794,2.5450166810510564,2.380724268240188,2.1869496946078724,1.886638128658863
