Accuracy,Macro F1,Weighted F1,acc_std,f1_macro_std,f1_weighted_std,model
0.68,0.65981684981685,0.6672594072594072,0.03699452718068328,0.03761988578484253,0.03765012213595564,KNN
0.7363636363636363,0.7174175824175825,0.7237395937395937,0.0665563826099023,0.06113805502244658,0.06470885262631866,Linear SVM
0.7545454545454545,0.7343406593406593,0.7409890109890109,0.04599676596608555,0.045138625051738164,0.04861107381350703,XGBoost
0.7,0.6884720834720837,0.6908358308358309,0.10188309618997748,0.10854503530033832,0.11144254319166828,MLP
0.8109090909090909,0.8006277056277057,0.8046753246753247,0.05818181818181817,0.0711439429417907,0.06770009166813469,MOGONET
0.6563636363636365,0.6373415473415474,0.6461960261960262,0.10884821488796922,0.11986333643403588,0.11354503020042966,BiRGAT
