miRNA,N58,N60,N70,N82,N83,N84,N85,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
hsa-miR-6846-3p,0.861519842710816,0.0,1.9708698782869205,0.0,1.6085650783390697,1.1437080536165574,1.7049966081024914,2.4774001020230085,1.5650822683206635,1.6123547823731288,2.0789934048624423,1.246947128251047,1.0119158991114447,0.7830606728084394,0.0,0.7118570022165335,0.0,0.0,1.864956831812292,1.607009083531749,1.4211787416175958,1.6924793510743916,1.566000754280437,1.088037043486868,1.5547526467709885,0.0,0.0,2.1768018067145696,0.900638921241667,0.9122398621154482,0.8325384817671977,4.269539237050578,1.2662898524367323,3.618741133113751,1.0694785787344276,0.0,1.345985573797928,2.078321248578945,1.5254323051497545,2.1805341982532065,1.854591423458554,1.917847151006193,2.8549614189971653,0.730620669876909,0.9627278834046378,1.2481702455837704,1.082314469072644,1.0049324988038333,1.0903806053495193,0.0,0.0,1.4069379895261989,0.0,0.9753828435726037,0.0,2.522123548302017,0.0,1.5488700937022972,1.699474470202449,0.0,0.0,0.0,0.0,0.0,1.6051531843849192,2.2525951920232625
hsa-miR-490-5p,0.0,0.0,0.0,1.0806901327072802,0.0,1.405607613333874,1.8066152688902448,2.422569721864423,1.1677436427934662,1.5540854257120842,1.3113946221282744,0.0,0.0,0.7830606728084394,0.0,0.0,0.0,2.831367974093309,1.5158065644372483,1.3870417674378632,1.2749366610594262,2.0356810093775786,2.260307062998551,0.0,0.0,0.0,1.3574389376323588,1.4650605313390153,1.274143259255557,1.744982074453232,0.0,1.8013985927085316,0.0,3.242329384329902,0.0,1.0731603178628906,0.0,1.911769959341549,1.4026613027926862,1.7465173751935925,2.87473159627689,1.7492337444732626,3.297586479479714,0.8930970744095253,0.8974105563462669,1.5027716267069815,0.0,1.0049324988038333,1.3033965494095845,0.0,0.0,3.3487692312701816,1.5044104502154603,1.962914933374108,0.0,1.398325825293987,1.3266548180950979,1.1323865270751887,1.9171363453881483,0.8728006270295618,0.0,1.2535042812373778,2.2380466900939058,1.5985125492219856,1.1540441293371673,3.696067288509917
hsa-miR-6784-3p,0.0,1.7872206694620285,0.0,1.4182284919436159,1.469890551658945,1.3444538502959729,1.8548607026908646,0.0,1.0485952588828025,0.0,1.2598135217208304,0.0,1.0119158991114447,0.0,0.0,0.0,0.0,1.2641905799726687,1.6113293852351527,1.3263784898773585,1.6160201888992107,1.3150316512923836,1.3610173535984034,0.0,1.4219399757081714,0.0,1.2351097987389206,1.2813183146537872,0.0,1.1601141686456777,0.0,0.0,0.0,3.570616887634711,1.1430943964912312,0.7245504881760227,0.0,0.0,1.5831099725203628,2.1382751625531715,1.9085067885544056,2.205443862666438,2.8549614189971653,0.0,0.0,1.3161551636186297,1.017431017922464,0.0,0.0,0.0,1.8186956561654373,1.4069379895261989,1.1782349215432248,0.0,0.0,1.644660042841882,0.0,1.0063294427445633,1.699474470202449,0.0,0.0,0.0,0.0,1.5221991468257527,1.1540441293371673,2.554063616549642
hsa-miR-4272,0.0,0.0,0.0,1.0806901327072802,1.7350710706630204,1.9886767178542746,0.0,0.0,1.4755300515830443,1.2941686355228998,1.3611950114298141,2.168607764554871,1.2150967772559467,1.1239669522926914,2.231845813408723,0.0,1.084161832827874,2.9311682268555455,0.0,1.2630520143726967,0.0,0.0,1.9545243802337162,0.0,1.350648196175545,0.0,0.0,0.0,0.9602900257875113,2.1599722739492666,0.9342915643379941,2.3953353154310153,2.356867903351678,2.85731496467231,2.544527124353941,2.2672203253053356,1.7503741991335209,1.9974477004617992,2.139206695656624,1.7465173751935925,1.3304504549116976,1.488557208790347,0.0,1.9639003578108836,3.4828601373937613,1.667990226644668,1.017431017922464,1.0049324988038333,0.0,1.8070569385621273,0.0,1.5662980427471935,2.1520335722225012,2.352247856940754,2.6647795869324056,0.0,1.476341850823666,0.9389144736951477,2.1498615443757294,0.0,1.1651815226214899,1.9139508679032975,2.780281044385604,0.0,1.340112378517604,2.3181394220940255
hsa-miR-4785,1.224552530417458,2.797765578266171,2.6396363503747113,2.534735138808873,1.6085650783390697,1.9481429943915807,3.024626692992941,2.768713983245793,2.1895765993625442,1.2211511662589414,2.7555119878993803,1.4583539688392642,1.3931634245954883,0.0,1.8643194102996705,0.9685453814185088,0.0,1.477297603856241,1.9032092678073445,2.8572414567697813,2.497455591762567,2.4823940250544934,2.938627497844402,0.9547211278656094,2.2070461119983293,0.0,2.080231830691376,1.907341690396475,1.7160883892823569,1.912071366824327,1.0746123248338533,2.8148390782435637,1.4257310967596524,5.571302004781309,1.6264307140755427,0.9285054721885254,2.0300096847086797,2.9404553848210173,3.377630231742173,2.48028889189857,4.9868371773137525,4.494035080003654,5.60882259990576,0.8930970744095253,1.5773709106479978,2.7991007882963683,1.774459830799015,1.16298307310082,1.8009369459889495,2.621702401108885,3.569098673986071,2.7393832109523903,1.9946762245576073,1.338999322830538,2.710776459423223,2.522123548302017,1.545737441927767,2.3055230453905335,2.7410739270906634,0.0,1.2142974847142955,2.0647643248459895,2.459491229952169,2.04281093723921,1.7435677865320725,4.896958715553027
hsa-miR-504-5p,0.0,1.9266471910685816,2.057755619795371,1.4771986781603208,1.6519780320486304,1.8192252984722352,2.4333871125537216,4.817925069804088,1.1677436427934662,3.3672713354543524,2.108453759864908,2.3205732049824324,0.0,1.8300460918684094,1.8643194102996705,1.1453715888392153,1.8640723941834514,3.3828229880152345,2.11359421615793,2.4081092374153084,1.8406056408885458,0.0,2.938627497844402,3.931750665955095,3.825507640001902,1.9883138268908322,3.4863309726392733,2.573401403853028,1.681060447064948,2.653470634620933,0.0,5.83549674338138,1.740871249505832,6.081044328432886,3.9129407179840316,0.6341459191215819,2.0658750353732795,4.2621177058528,3.487433925447574,2.96434466098838,4.576515342695214,4.344202528521008,3.4425232211147865,1.3314251794035306,1.6184863637718854,4.82748248533949,1.1444050227978322,0.0,3.466077355720606,5.105503430673052,2.472414512634887,4.372786156538576,2.6245238149092502,3.5593472739372345,4.373073147934137,1.9188150711539824,1.5114568589304727,5.207492338689552,1.699474470202449,1.8047321407282775,3.431032882110041,4.05670851733668,4.5425969660487615,3.18796359859279,3.963687339827134,4.738404132318545
hsa-miR-4300,1.1298058982356944,0.0,1.2986712419756363,1.1548115394397622,1.0826346660559574,1.4642742260023205,1.5956742143445386,3.1183778640486888,1.2777981425586349,0.0,1.7826743330421402,2.5835511294473483,1.0119158991114447,0.0,1.5756613347074009,0.0,0.0,1.477297603856241,1.864956831812292,1.607009083531749,1.8406056408885458,1.7467957320922178,1.6283303481211802,0.0,0.0,0.0,1.1014390110014127,2.2114944602406172,0.0,0.8664470424905376,0.0,4.242730667114849,0.9537850860518639,4.16401522731188,1.0694785787344276,0.0,0.0,2.362906521485445,1.5831099725203628,1.8548715311283317,2.4710405790679766,2.161318476601562,2.8549614189971653,0.0,1.1426143942711238,0.0,1.5634036825382165,1.0049324988038333,1.164935711682519,2.38336704907931,2.334623745804021,1.3496505858579606,1.5616463214575902,0.0,0.0,2.677768006743142,1.0202860316953464,1.191511684329485,1.699474470202449,1.2708663558738567,0.0,1.5547743545852937,1.7432756802014369,0.0,2.093441465531938,2.6589766602225935
hsa-miR-4651,0.0,0.0,2.8490171875624335,1.8781816017127628,1.2614558090660906,1.2137732308407059,2.4333871125537216,2.894922006089202,1.6078565802066906,0.0,2.018204079946971,0.0,0.0,0.0,0.0,0.7118570022165335,0.0,0.0,2.11359421615793,1.3870417674378632,1.941017594140194,2.238846378660628,2.002379620846052,0.0,1.788514135425672,0.0,1.672298085561766,2.1048087323233045,0.8384146476045077,0.6671897649486715,0.0,2.241342769147776,1.0870129074126704,3.3602558466200496,0.0,0.8503483915182425,0.0,2.078321248578945,1.5831099725203628,2.446052958955447,3.232709891782278,3.582004574090123,3.1364460222775885,0.0,2.362064254906024,2.7007944667270523,2.0586810090516052,1.0595626445011694,0.0,0.0,2.2604568395909523,1.8402980195525138,2.0754992419485885,0.0,0.0,1.398325825293987,0.8107327324082467,0.0,1.511544477797832,0.0,0.0,0.0,0.0,0.0,1.452035768761405,2.440918746335101
hsa-miR-30c-2-3p,1.3972021227298757,1.7872206694620285,2.1397046085683753,1.588365975491324,1.5638051226565486,1.4642742260023205,1.8066152688902448,4.014403477100186,1.3298292717634466,2.661135421760992,2.108453759864908,2.4580459209871006,1.3362154088956444,1.4694595884949082,2.3486545215507,0.0,0.8480789880445223,2.3443526518868647,2.5591610880439695,2.1871091099215407,1.5539515379027995,2.348293107162383,2.0935760317498464,1.2100689429826983,2.5941584833201574,1.129013888119656,3.5646148557200137,2.491075796533914,1.0726668735533496,1.5845396604447255,0.0,5.211047435832258,0.0,4.688466299104534,3.3389948484474257,1.4627973338960223,1.0200756548165852,0.0,2.755658772048238,1.9061421860568752,4.11997942263173,3.3263087297703797,3.5742193291426334,0.9920644749109688,0.0,4.031979950518933,1.3160918828565185,0.0,1.7042540699167446,1.8700616418178855,1.8186956561654373,2.6472945694083365,1.6697256902099407,3.7783289312197246,0.0,1.5671298019852893,2.5186048475787377,0.9389144736951477,1.7570451691200177,0.9368438597638877,1.4375445184131745,3.1065310879163297,0.0,1.8688465227128122,3.2127616997334436,3.836895877731995
hsa-miR-6732-3p,0.0,1.4599910756590242,0.0,2.0038283451200303,1.2614558090660906,1.8192252984722352,2.074498314430632,1.8041128510116486,1.223820062540235,1.3636679033303856,1.4559175699965456,0.0,1.2769267546207115,0.7270512121035156,1.369928064370999,0.766978538557116,0.0,1.2641905799726687,1.6568191788288753,2.080943046518287,2.165160979760001,2.238846378660628,2.409749879305777,1.088037043486868,1.2756495109677455,0.0,1.4149216055049372,2.3424795419074824,1.1257345739543965,2.900672462015387,0.8843119160401463,2.1861290798650863,1.0219363407754516,4.495761074503271,1.5741569871899284,0.5867264736658049,0.0,2.9404553848210173,1.638570108874842,2.3003560277257615,1.854591423458554,2.6183296916253433,2.9550173276149594,0.0,1.4000828263571996,1.9927802192516804,0.0,1.2594830783994355,1.164935711682519,1.5996332924463357,2.1822694997982786,1.6157326408819008,1.9525007962248928,1.0889489202260259,0.0,2.7141900118049866,0.0,1.5488700937022972,1.639510583578329,0.0,0.0,0.0,0.0,0.0,1.6527822509078383,2.9756860972998034
hsa-miR-601,1.1298058982356944,1.858617601612088,1.829865213331971,2.2935666570514646,1.6519780320486304,1.9481429943915807,2.525689982987066,3.0109719406323983,1.6493991142851014,1.5540854257120842,1.7076585320697035,2.52216286352976,0.0,0.7270512121035156,1.6981371663649056,1.1453715888392153,0.0,0.0,1.940473599742371,1.5550809283128697,2.0796356137412046,1.3852015036568568,2.048698300896776,1.0229184627452028,0.0,1.0125739665518716,1.3574389376323588,2.0674185614936857,1.6083450625754205,1.2341005612478124,1.2818442475223173,3.277914656178228,0.0,5.389067938095536,1.1430943964912312,0.9285054721885254,1.51118744363608,2.6542484217701245,1.3371218138396024,2.5783763135702333,1.7985826869250947,2.9389652422885715,0.0,0.7868372921406351,1.4000828263571996,1.7684804970403505,1.3160918828565185,1.16298307310082,1.7534052624046257,3.5387775093889275,3.26211922503055,1.7097931168479112,1.5616463214575902,1.384199856321143,2.7985915087522772,2.784386416635754,1.2866738828817887,1.4064024644016242,2.3502079279667742,0.9368438597638877,0.0,1.7455115339309792,1.8252184953497415,2.1481282400173383,1.7435677865320725,4.293184411384583
hsa-miR-4293,0.0,0.0,0.0,1.2253101767308054,1.0177380349933327,1.726399968714543,1.9906117745210667,2.244343747555465,1.729059063324915,0.0,1.409333547143388,1.1689842406906246,1.0119158991114447,0.0,1.4418153523369601,0.9207319168930812,0.0,0.0,1.3595029589239338,1.501213665526131,1.4211787416175958,1.9913742821151823,1.9050271240263874,0.0,0.0,0.0,1.1698219852141538,2.029033512343513,1.0175723541537056,0.6671897649486715,0.0,2.4432180998079867,0.0,3.8976124027843047,1.5199177665600918,1.0383335163442917,1.091414033350827,1.820681001864819,1.2684626806405217,1.567008252507539,3.2947605122851833,3.404103092121915,4.051990105317978,0.8409452650704907,0.0,1.6149922021147216,1.2039332288493003,0.0,0.0,0.0,0.0,1.8402980195525138,1.5044104502154603,0.9753828435726037,0.0,1.644660042841882,1.1146538917301765,1.1323865270751887,1.3711132492435654,0.0,0.0,1.485147480222135,1.8252184953497415,0.0,1.786904363198135,2.1118344469364647
hsa-miR-3161,1.1779568658134305,0.0,0.0,1.5338528156926907,1.0826346660559574,1.1437080536165574,2.2650738276161886,2.244343747555465,1.4755300515830443,0.0,1.7076585320697035,0.0,0.0,0.0,0.0,0.0,0.0,1.2641905799726687,2.0805922438056332,1.6571329013303258,0.0,2.0356810093775786,1.432630430742649,0.0,1.6763628002772641,0.0,0.0,1.4650605313390153,1.0175723541537056,1.371579576669858,0.8325384817671977,3.428246551093231,0.9537850860518639,4.443275832895309,1.0694785787344276,0.0,0.0,2.7560912100049615,1.638570108874842,2.0035211777341235,2.3200787671912844,2.115800802918685,2.9550173276149594,0.9434292410905377,0.8974105563462669,1.6149922021147216,1.1444050227978322,0.0,1.4297247081783044,1.523289886613259,1.918532532327006,1.9211724088722713,1.249636678003204,1.0332830553882641,2.2937414885667367,1.644660042841882,0.0,1.1323865270751887,1.9171363453881483,1.2708663558738567,0.0,1.4119891420304767,2.2380466900939058,0.0,1.2187702186356768,2.035944739085004
hsa-miR-4478,0.0,0.0,1.5590982575630816,1.1548115394397622,0.9497840978691975,1.2137732308407059,2.191836062844646,2.1119854542584804,2.2174661190501737,0.0,1.4559175699965456,1.3209120467675308,1.0119158991114447,0.7270512121035156,0.0,0.0,0.0,0.0,1.3595029589239338,1.5550809283128697,1.349909928879316,1.9456636169810773,1.688078234340206,0.0,0.0,0.0,1.4702014267534804,1.8201090567349498,0.0,0.0,0.0,2.7401342158629003,1.0219363407754516,2.8968838166566755,0.0,0.0,0.0,2.600497675485031,1.3371218138396024,1.7465173751935925,2.1514543117217633,3.3657302100502426,3.9096188886340246,0.0,0.0,1.176822515938189,0.9494915318805598,1.0049324988038333,0.0,1.523289886613259,0.0,1.3496505858579606,1.6697256902099407,0.0,0.0,1.9188150711539824,0.8660429696973185,1.4064024644016242,1.3711132492435654,0.0,0.0,0.0,1.9763382729318095,0.0,1.1540441293371673,2.554063616549642
hsa-miR-6801-3p,0.0,0.0,0.0,1.7405390320914138,1.469890551658945,1.2805926810602326,1.4143903234982014,2.7240658541416947,0.9851155672715253,1.4933631969087948,1.2063196270508867,0.0,0.0,0.0,0.0,0.0,0.0,1.1855345160962634,1.1841842272609324,1.127395674984214,1.349909928879316,2.2004378853933755,1.432630430742649,0.0,0.0,0.0,0.0,1.2144748049515925,0.0,0.7702557158809314,0.0,2.068927087501636,1.0219363407754516,2.9353963202842253,0.0,0.0,0.0,2.078321248578945,1.7434770773038613,1.9061421860568752,1.7985826869250947,2.020216494649644,3.509873485042323,0.0,0.0,1.7684804970403505,1.2611022176224358,0.0,0.0,0.0,1.8186956561654373,2.1055021147787145,1.4448097233558226,0.0,0.0,1.5671298019852893,0.9706816406693307,1.0063294427445633,1.5769458795501226,0.0,0.0,0.0,2.459491229952169,0.0,1.6051531843849192,3.671198966323846
hsa-miR-29a-5p,2.016139962641169,2.518001235440138,3.0531304924250464,2.984278563314834,2.376325413654013,3.045598635322963,2.8451957671248262,3.9768385725817925,2.854594714918202,2.28479550431513,3.4043860004223716,2.699006622675065,3.0564845002452663,3.3652143470807294,2.9997380317192834,2.3088991641052767,2.5754660230849487,3.1540896610937166,3.235279157260694,3.2160638637756667,2.2458987526791154,3.919982617881124,3.3434833434413673,1.7422271740019066,2.395949470618833,2.0486946251924247,2.8578211392107957,3.1752729781555225,2.6325835971549454,4.500645501676884,2.456725249565032,3.5858719525120897,4.136189444849836,3.8976124027843047,4.399564016909134,5.10526831152059,1.83594964072795,2.426072020487899,4.475936309050711,2.6702173038738386,3.2536913680940267,3.3061865447584533,4.834772732691303,2.0809403103755186,3.254129072342785,3.4557082430938193,2.268400496628909,2.284661727471607,2.5499152444672504,3.2617211429067217,3.6292744811410422,4.20527346444763,2.6245238149092502,2.847905765969526,4.442871357943297,2.522123548302017,2.6816346207623627,3.4346698434592677,3.3583618392523413,3.456092705003723,3.323219267849653,3.059398787658988,3.482128930865694,2.5451621829011066,2.6576238504129845,3.364955550341105
hsa-miR-30a-3p,3.8816291324497176,4.612605666998178,4.071840348410859,3.3892783274753895,4.342254621104813,4.0446876771797164,4.3748811792074,6.580468933733426,2.298038729552243,5.531852605921429,4.748898643809635,5.260445197728364,3.1420412956895705,4.00637028566786,5.142923806299283,2.753005291942407,2.948761603747567,5.841265190187757,5.7665592437681905,4.669404705822753,4.478857228041062,4.5739315691506075,5.2965128287827,4.050867511045845,5.3862485490456455,3.7691422993111288,6.7019890318552555,3.946370143719534,3.680466426145253,4.670150975343198,1.9252110727541478,7.982601490412899,4.16661547008298,7.286870238444309,6.113277519189955,4.190862099129659,3.7483652869452824,3.9968089194335534,5.183629484723351,4.538920565942697,7.269326960611043,6.147336893792765,4.33800322277692,4.002994471378296,2.6664979802543405,7.2485417192838915,2.3497175200982396,2.3074134925793373,4.40697920685856,4.054890339166213,3.7695714047582864,5.4198626689199365,4.519178759117181,6.855645370583393,2.997253095493411,2.851325205503813,5.938477968674319,2.3055230453905335,3.7186035028067295,2.8212743460327707,3.721717475980873,6.950001473344419,4.455218039497569,5.1298264476552395,6.6118229880718475,5.957270685470081
hsa-miR-3132,1.1298058982356944,0.0,1.3683160819530769,1.8781816017127628,1.0177380349933327,1.7735590713117955,1.4143903234982014,2.3655728756761474,1.2777981425586349,1.2211511662589414,1.888355648751081,1.5838335141819313,1.0828702032578363,0.0,1.2144236703105573,0.0,0.0,0.0,1.5643584176169116,1.9260216608854328,1.2749366610594262,1.636037724511322,1.7454498037532171,0.0,0.0,0.0,1.4149216055049372,1.907341690396475,0.0,0.9996828814117276,0.0,2.5344645352284263,1.1492802840091183,4.416299369961123,1.463559452797227,0.6341459191215819,0.0,2.296848313577246,1.638570108874842,1.6891274063513,2.87473159627689,2.4078451987193588,2.747445710648854,0.0,0.9627278834046378,1.5027716267069815,1.082314469072644,0.0,0.0,0.0,2.598184720273326,1.7980946185421762,2.1888301510429855,0.0,1.792945835155908,1.8550042811701026,0.0,1.1323865270751887,1.699474470202449,0.0,0.8291464593713614,0.0,1.7432756802014369,0.0,1.8289770421387488,3.455125536907326
hsa-miR-4703-5p,1.4763502932943569,0.0,0.0,2.419184415069229,3.313710557147452,2.028102665476374,2.9376989578101345,2.530222698930276,1.109399120336527,0.0,1.9547402325059364,1.4583539688392642,0.0,0.0,1.4418153523369601,1.0596659141704619,0.0,1.477297603856241,1.1206675910676218,1.6571329013303258,2.165160979760001,2.383004910059025,1.8006268718070222,0.0,1.350648196175545,0.0,2.080231830691376,1.0707115528460402,0.8384146476045077,2.9780725295281836,0.0,2.489562582614632,1.0219363407754516,3.4952798109394365,1.463559452797227,2.0219041165617346,1.159390461094073,1.9974477004617992,2.2141368343136825,0.0,1.7403114307056975,1.488557208790347,5.2633743477251045,1.084676456698291,1.0851088498424522,2.7991007882963683,1.1444050227978322,0.0,0.0,1.523289886613259,2.9680128120156897,3.651012963958985,1.3176706473400728,0.9150613900806579,3.8433065936377537,2.393274339946825,0.8660429696973185,2.0094837811990787,2.061223830042322,1.6978977089151903,1.0069256889594935,2.016224026889743,1.7432756802014369,0.0,1.452035768761405,2.035944739085004
hsa-miR-6718-5p,1.269690230457278,1.4599910756590242,0.0,2.1559588752748207,0.0,0.0,1.5377409031951776,1.9662461576980506,1.6493991142851014,0.0,1.5448022861929485,0.0,1.0828702032578363,0.0,0.0,1.0148249241782061,0.0,1.77463118729283,1.245021983041874,1.1968177250855276,1.349909928879316,1.8496535759007695,1.688078234340206,0.0,3.7989722765269685,0.0,2.426113821442757,1.2144748049515925,3.002513344784926,0.9996828814117276,0.0,2.241342769147776,1.0219363407754516,3.0451246476886853,1.343774270361682,0.5867264736658049,1.159390461094073,2.1549008865337047,1.2684626806405217,1.6891274063513,2.702304395533811,1.2565843303920778,2.9550173276149594,0.9434292410905377,1.4464887889398446,2.7507847988726883,2.0586810090516052,0.0,1.164935711682519,1.9304295830746063,2.472414512634887,1.162727686013572,2.6511379240808908,1.2923366967622236,0.0,2.2517787235073383,2.0779514039726954,0.9389144736951477,2.2333672335882704,0.9368438597638877,0.0,0.0,0.0,1.3562778725383455,1.5049012596731575,3.923681377640984
hsa-miR-1180-3p,3.0876494217035897,3.546154421854089,3.0531304924250464,2.8568396335846304,2.3236033474347213,2.650245004752358,2.525689982987066,4.387993040318758,2.374348491510398,3.2619983664376537,3.5185173863805352,2.699006622675065,3.002604007082501,0.8889501873968411,2.4910019225556104,2.5161517674741147,1.7656651089003164,3.6256025601353428,3.076960268378149,3.7072808054269175,3.627496587295212,6.3262523572762515,4.470988666680033,2.9375807601674957,4.321262032703507,2.0486946251924247,3.9226589321552696,3.027339696056999,2.9297733910646824,5.020446847606779,1.8749102890262526,3.8572989501432726,1.2662898524367323,4.619182930723629,2.51709961357888,1.2959122178575766,1.51118744363608,4.1911601188688925,3.6847604997222105,3.228822577062694,3.937519285017535,4.999154608905841,5.33939859181799,1.9880802836462759,2.564988289088483,4.290416658099625,1.9585438616193216,1.9215120764979452,3.2260206206001865,2.6931342650326786,2.4051635414894506,4.122187471405355,3.804717300822085,3.152237005027652,3.1718403184421535,3.9748593306067432,3.0353155291855924,2.2229099151812024,3.301453037730332,1.9358853609655953,1.5179919299899838,4.007891768358319,3.4042819822631905,4.170453339618806,3.6483371500871,5.160860168311348
hsa-miR-3145-5p,0.0,1.7121056007980802,0.0,1.2925237375844032,1.3164549404355232,1.2805926810602326,1.4773835229551888,2.4774001020230085,1.2777981425586349,1.144240215974433,1.745653952129239,0.0,0.0,0.0,1.2144236703105573,0.0,0.0,0.0,1.3033977123522762,1.3263784898773585,1.2749366610594262,0.0,0.0,0.0,0.0,0.0,1.1698219852141538,1.3452014594808281,0.8384146476045077,0.0,0.9342915643379941,2.6613487660429023,0.0,3.916987439647669,0.0,0.0,0.0,2.078321248578945,0.0,1.9061421860568752,1.854591423458554,1.9699396103795765,3.1364460222775885,0.730620669876909,1.025215644649202,1.10176190708323,1.5634036825382165,0.9481519939340096,1.3033965494095845,0.0,2.0119054374278202,1.6635293096016892,1.5616463214575902,0.0,0.0,1.4851952913619568,0.0,0.9389144736951477,2.061223830042322,1.1135004863322844,0.0,1.2535042812373778,2.2380466900939058,0.0,1.340112378517604,2.8920640634215222
hsa-miR-6746-3p,0.0,0.0,1.5590982575630816,1.6408940988108751,1.2614558090660906,1.726399968714543,1.8548607026908646,1.8041128510116486,1.3298292717634466,0.0,1.5448022861929485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7009183639431495,1.7524404732779295,2.165160979760001,2.078667475048775,1.566000754280437,0.0,1.6168387160982243,0.0,1.7186891500031272,1.907341690396475,0.0,0.6671897649486715,0.0,3.3297854416626813,0.0,3.4952798109394365,1.2131355164125777,0.0,0.0,1.9974477004617992,1.5831099725203628,2.513731184779892,2.9015674026395795,2.115800802918685,4.222293312583039,0.0,0.0,2.07356861088474,1.2611022176224358,0.9481519939340096,0.0,1.9304295830746063,1.8186956561654373,1.2899939774954823,1.249636678003204,0.0,0.0,1.4851952913619568,0.0,1.3556054500855388,1.7570451691200177,0.0,0.0,0.0,0.0,0.0,1.1540441293371673,2.8920640634215222
hsa-miR-6852-3p,1.934401684367115,2.4269803005525157,2.217247812417123,1.6915766865671882,1.7748892054378118,1.8192252984722352,2.2289196306102093,3.3996109212135734,2.4701952558188385,3.684920850300097,2.490511356399575,2.0861677527376727,2.34094657666324,0.9875963399583721,2.271842138703249,1.6046954054085891,1.422348770984533,2.577841672191375,3.9528181468849604,3.359202382461171,3.231157643072503,3.398965930277823,3.854429912384108,2.000813385734863,2.795494646183949,1.9252951186042375,2.5338251566663863,2.676334783884115,2.45735257596475,3.5192884752497102,1.4966689410049454,2.953558278036421,1.5692919847913753,4.973944083291631,2.698968222060919,1.7041009453135838,3.823619340770634,3.645156150871353,2.568437199204817,3.080488293380987,3.2947605122851833,3.2011373081795353,3.8062470440322316,1.2133196781843891,2.0070227887182064,2.7007944667270523,1.651564424502197,1.3931137631508321,4.716791512020669,2.097712346434535,3.59950030163515,5.580991212519709,2.1142738616080443,2.440486247817021,3.5961573033472884,3.499082726327058,2.2332609808492996,2.104842121026905,2.769328143476994,1.9041978081314261,2.3550613537110388,3.436669371032876,2.695668176057001,2.4245636848930348,2.058501730856741,3.333601468742904
hsa-miR-7847-3p,1.3134584430672471,2.723211918966082,1.779625367955135,2.4781163278764464,1.3694341371244982,1.5749017587687058,2.1537740804944705,3.4277262284092447,1.9776153654099216,2.009254863802189,2.2206242359783155,1.753695768237452,1.0828702032578363,0.0,0.0,1.1031550937827843,0.8480789880445223,1.409700175609266,2.325614371799094,2.1525812662382258,2.464094775449164,2.745086403015161,2.3369626271101716,1.267420387203281,1.989627601738945,0.0,1.523441023212176,2.3108312250630165,1.4508998746669244,1.466721165878959,1.529557147830402,3.9596213398592464,1.0870129074126704,4.677147670771822,1.279933086624429,0.7245504881760227,0.0,2.078321248578945,2.1771581718989963,2.375042943305344,3.801650748382018,3.5134533891448676,4.479125464366771,0.0,1.2511745912488619,2.2577194077606757,1.88770326369817,1.3054157496936585,1.8469524492180847,1.6721390452628522,3.0583340774593393,2.6472945694083365,2.7029370454621664,1.384199856321143,1.876036384539733,2.393274339946825,1.24555331173447,2.1650834905094603,2.902850920975106,0.0,1.3523449112659274,1.9139508679032975,3.321993667198253,1.9871214610643368,1.397159170003388,5.7650037915494465
hsa-miR-3150b-5p,0.0,0.0,0.0,1.1548115394397622,1.0826346660559574,1.3444538502959729,2.1146806521449975,1.887455919903366,1.6897788326303538,1.2941686355228998,1.3611950114298141,0.0,1.0119158991114447,0.0,0.0,0.0,1.1376042594722289,0.0,1.976799592539808,1.3263784898773585,1.6160201888992107,1.3852015036568568,1.3610173535984034,0.0,0.0,0.0,0.0,2.1048087323233045,0.0,0.7196429220705286,0.0,2.006550757151338,1.0219363407754516,3.1138985691075427,0.0,0.6800562231027918,0.0,1.7234509510289018,1.7434770773038613,2.410984799638009,2.106027980479166,1.7492337444732626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0996007393436864,1.4069379895261989,1.6166978637697507,0.9753828435726037,0.0,1.7882399846459247,1.0202860316953464,0.0,1.639510583578329,0.0,0.0,1.485147480222135,0.0,0.0,1.0862771609293642,1.871025281351629
