TE,N58,N60,N70,N82,N83,N84,N85,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
L1MD1_5,3.957473390272926,5.045052945911437,4.0276255633125935,3.7260268069392835,4.309689621174012,3.984369525573683,4.070415207611811,3.6971343180510434,4.00072319837257,5.088922264450119,3.0979812432538267,4.3243873149788215,3.825105607984236,4.237396057321877,3.859955218730554,4.019301621883075,3.6625740560874593,3.3035339304635096,2.76246131404466,3.3799077859055306,3.0296064162418466,4.558021000995037,3.9881110724118503,4.227683785791618,3.346111967742782,4.249978555992575,3.526358436463403,3.894705107703523,3.379041130506715,2.2514761704602857,3.3231777624192365,3.7840375763259964,3.174426283076684,3.7066456266867704,4.153279504979558,3.4392620929904143,3.0327786823121547,4.217042389161218,4.0928546072130665,3.0481152465736425,3.3198386462240745,2.6496572527486473,3.7323314860463235,4.39257200682419,3.2327117841557107,4.28231777861356,3.881117035434192,4.180768116662719,4.074986509891434,4.008089229811756,2.998423839621801,4.716969853275222,2.9360324010476084,3.679090841380187,2.693917645675773,3.7657166733333374,3.2117574135170566,4.246305607128709,4.179328064740327,5.124614907761285,4.469075532965803,4.1801136722095,4.051641843161419,4.136221591293309,3.9563018053798364,3.7644053257630077
AluYd3,5.956016371832362,7.408000964595406,6.098159055011417,7.54737258690835,8.033484318732333,6.883583770309954,7.32859856717855,6.750865223672115,7.185489095654896,7.760495077163115,6.689022812420439,7.3499487234253325,8.016737840125769,6.176617485628331,6.62112677991544,6.318257151834866,6.084889089868235,6.21095642341725,6.454228894463972,6.5210893451272245,6.86356446298737,5.9911038691321,7.072088434244685,7.223321755316271,7.075647444278663,6.636511320984205,5.898634627339685,7.555519033747766,6.410054394705953,6.481654974693912,6.57691810818959,6.152450482787559,7.65610350713334,7.154633325407432,7.074199994671337,5.97521473070703,7.866538703167108,7.128673153400124,6.582704654686812,5.840757967283008,6.613853708748385,6.925000080303031,6.503424017255342,7.504969855086176,5.553634804864697,6.632185049134446,7.666164092759535,7.008421571709729,7.113757344712891,7.529588829443374,7.778945951561493,6.728088204474668,5.893703017948754,7.313461786742508,8.290767893829619,6.533107954891227,5.21032517034573,7.462573228540295,6.8320721228716375,6.95007161738164,6.467088718663387,6.469625667504316,7.038475316951598,6.178872629451694,6.869785843931266,6.885697353865755
LTR22C2,3.5678467627530157,4.29798303688662,2.8138499115836733,3.6142753017932328,3.549263023868263,3.5690647794222734,2.761696133415962,3.769377071219168,3.6656009071060804,3.6037076254667104,3.5924992894252594,3.7478904195051728,4.1207190479388895,4.041925316206524,4.281984957819177,3.0559960941508364,3.746679957949076,3.549512744273583,3.672048045030043,3.611800807638862,3.4024151061171497,3.1907681264898002,3.1197929800484925,3.275671937514655,3.6069347077761167,3.8122301149192057,2.752708978837615,3.8314254195466133,3.1646292801247347,3.370572991579323,3.4899485998679394,2.8912975248147865,3.8550533519427277,4.673145267620865,3.543175018950234,3.6813450847739246,2.4391932319157137,3.698518807379859,4.099762565951677,2.539418891917267,3.3714424547789332,2.8449629214339076,5.4766719453254495,4.342911803568316,3.0834911423616513,3.534886511849784,3.011663269797377,3.442335745522193,3.2882018260473433,3.843458772886244,3.5660330094821577,3.687764393270374,3.22285113874009,3.7299032028265184,1.9438627502771635,4.034069459794815,3.26548188296608,3.589896181035572,3.5545159479569763,4.0730074378876076,3.8717614530011786,3.583379958309474,3.3856083805056736,3.7589511735274552,3.341747169669721,3.5172443315840223
MER101,3.8691188121814974,4.365218868649708,3.7606095334798537,3.777401866427683,3.7303056623826083,3.306926101669938,3.3710928244082066,3.4230170718795714,4.56367496535653,4.525000238735584,4.186183670281646,4.741577338787991,4.350076482970155,4.370474086789403,3.9771822364499854,3.615334073895902,3.6625740560874593,3.595937835810368,3.709461153069101,3.814503345707818,3.712358893963232,3.442046165976783,3.4367556004117614,4.874164726341075,3.263754660229896,3.7024382062640897,3.618802388307622,4.221692490860317,3.6551276121927336,3.554307530798697,3.8811284763247555,2.8127448181757084,4.648716967960449,5.144558053235749,3.796947112340619,4.257610854507267,3.753412572525154,4.348735566630967,4.072439995641841,2.4757045000816325,4.347201021425175,3.787762148865981,5.607157240214809,3.976324487910989,3.575364642275364,3.968837692681108,4.240035513944037,5.130090446356522,3.7901341540951927,4.51440200947595,3.639888993535926,4.558544558382625,4.130756724145769,3.972789516648246,3.2723087466672034,5.178343146673074,3.360741407926979,4.064479394676739,4.179328064740327,4.684432946136677,4.928631974163164,3.919363499756156,4.542255190491647,3.768070178019648,3.199797272102196,3.4451490213624063
L1ME4A,1.7256025558264472,1.8484876236727599,1.4693374870075204,2.41071969806299,2.265595393235668,2.344142980676459,2.1388827072931917,2.3006481100778644,2.348543209932534,2.724392610350844,1.4337578036701821,2.0547379327808453,2.2597060392861534,1.5980649488580192,2.915339747745278,0.8747781138891425,1.416963736501009,2.395604223931227,2.64962494039179,2.1698234446519633,1.5737581455302199,1.8800933666060347,2.25706351494056,2.5059257267125945,1.5728269820093401,2.0016239824131854,1.4706749462510704,2.3679513471787237,1.7623836910725759,1.9959593039879933,1.4051579100709817,0.9739360602461287,1.9035437957192076,2.9315815604392426,2.3610755601579747,1.7258332992278353,0.8915899274098384,2.0078432472683487,1.4213133011653305,1.6501301796579102,2.2977104027523656,2.3979084236366823,2.8839421777609995,2.0560562610811375,0.9135646044222762,1.5942264591639652,2.4249324048939065,1.9153170182061785,0.8114169693624789,2.293540290371172,1.494532771288769,2.9013945007587565,1.8170361603967828,2.5995602785601295,0.9349166901439149,2.5536855510111716,1.1437072984139427,2.278748503729463,0.6786318493570792,1.6989507800069772,1.7307467003307024,1.5493496336719323,2.078640474282224,1.7971287327949028,1.7556235476539805,2.052186093483332
LTR72B,2.9431390328734643,3.5115817447419966,2.4835704403148546,2.806609111598502,2.91822057785395,2.344142980676459,2.323574772002195,2.3190638526111607,3.472007582208424,3.4808382531464317,3.3858103450155044,3.6731458211765498,4.126530800219759,2.772398153251143,2.068877923353381,2.369781982883905,2.6388492166121664,2.442719375779823,2.193271848261697,2.6980422249677307,1.9873889622411636,2.2328416255436476,2.8172713240305134,3.5950900556993393,2.8493461170450667,3.001894468510494,2.4789507539900084,3.011324783825536,2.798206341887746,2.9647465327714255,2.136424394608862,2.2065558692206526,3.174426283076684,4.392859939899669,2.9205552933132073,3.4687249709767425,1.763247849105461,3.7487540123291336,2.9914854435906633,1.5830592682757114,2.852148659255678,3.2156120315740053,4.332345048558706,3.3145553524433637,2.6439041555491296,2.5122447532372503,2.9371760304951398,3.5023148975379095,2.815467611684941,3.576185381982249,2.751214546720146,2.9278603759221578,2.8468356694362518,3.0825369748767026,1.24346822990385,3.621111751352413,2.545455086502111,3.856387068168039,3.233994734071954,3.6127343891061163,3.468617757825937,2.341359012507484,3.6187453874894953,2.8456299622883883,2.5714041629420685,2.7750629273429928
LTR48,3.4379450188006846,4.488482740569018,3.453833898536449,4.52773888151465,4.427856580791758,3.984369525573683,4.378928527881083,3.8040298242763475,4.716223129340587,4.783481142639087,3.9595134574406856,4.7110663904755725,4.693929237369895,4.043728085648256,4.2437098888878175,3.5654068952146862,3.4925714213050396,3.407727079839064,3.9976817666127884,3.9179190145384086,3.8911800197873854,3.9329778258797554,4.0332214714755725,4.693688948547224,3.9035355429026017,3.859996699566488,3.467908211977857,4.404639452813906,3.8242938225711267,3.2078788371307523,3.1176149902476715,3.595528671985118,4.648716967960449,5.3445100163714025,3.3912158650809747,4.339633848611796,3.229765031415465,4.230766006468233,3.8978066113921703,3.2124649184096223,4.522729556198301,4.561199150012175,5.781894219938215,4.000250606515192,3.2327117841557107,3.4532586574765394,4.278452402076453,4.200676378723129,4.0088709205606285,4.3213899711976635,3.457289565006735,4.282579342168078,3.971089611631774,3.651688070452093,2.970550317471642,5.117724421760855,3.657396257493215,4.118809464375471,4.203045477709962,4.730456788422618,3.86738814734662,3.467598718354163,3.904104024764493,3.893513796465386,3.5715025299644916,3.900936061248
LOR1a_LTR,5.798782106751365,6.001912594026411,5.705145839913139,5.893135677031732,6.072909247895482,5.705000067418424,5.768409300777268,5.9127876133198765,5.809933522198864,6.30890009662386,5.96046249292139,6.4207829752476115,6.630209136553569,5.84253733262847,5.703596436013582,4.444141855959043,5.405282590345494,5.655723978439307,5.7236294060684285,6.09631886801243,5.357965093846765,5.399185538632373,5.978327916577998,6.639067430988453,5.28322605178475,5.615062896827052,5.504670218336986,6.344216449073777,5.682915302412565,5.593527066091899,4.864313205276303,5.349368981305829,6.401743902200309,7.650300159180775,5.585662579388751,5.760732039894456,5.095821924753358,6.369195411358685,6.153651502499748,4.451130821640119,6.317847550271312,5.872605147422973,7.599218850108346,6.030140339424461,5.6342007771371865,6.087263714138657,6.3483350291642955,5.7975212540664165,6.199951073708947,6.538938842699779,5.633696671368822,6.565479684301715,5.9071510633449025,5.814669350604918,4.564395961797105,6.92771213723387,5.451041622269303,6.271547540969751,6.4052540652877905,6.789062082097902,5.734738791272422,5.8159624913354016,6.126840775328697,6.046461267986998,5.53288635877289,5.829327684369397
LTR24B,5.402536729005057,5.113359911146172,4.858780370489688,5.199218389866486,5.8185245184745344,5.745181870122677,5.741987653891168,5.2819129631946184,5.918537553836923,5.837608616867688,5.373570288860006,5.935021505294865,6.1697155113315,5.212886106899713,5.912686982668336,4.757766741356908,5.460523516163108,5.564939052788064,6.169079430534192,5.411464888544407,4.92622589559265,5.055195316093953,5.527010622605755,6.345206480442678,4.650858481858847,5.803026000067487,4.984222705035581,5.567250212568081,4.860700796882916,5.216608271243096,4.438001781015369,4.690861095047999,5.0060043235015454,5.9068340689368535,5.371621100095935,5.5300704444173485,4.473101424442927,5.448266030822502,5.495538672728321,6.763462734439446,5.639359697496462,5.125646262578188,6.069960163688883,5.731045224562131,4.9750433983165925,5.1449929751441825,5.996508833750067,5.786056639582569,5.1589418576481645,5.999133573781461,4.924257246344931,5.498804463527199,5.3053041745132035,5.20590591369352,3.734333865199269,5.991815158020914,4.917866874831193,5.961624361270759,5.175378305678594,5.798787332422817,5.410742706147663,5.001969798281229,5.836754692269171,5.2528236918166025,5.128835777218786,5.225707284528065
HERV1_LTRb,3.799110175982069,2.723042514156476,4.731540622692018,3.076475974954323,3.3659354445651655,3.040620558521657,3.021704036388561,3.551312788075948,3.924993274540618,4.046927270881568,2.929208403237355,3.8792905137640807,3.625701866863649,3.6833727901402162,3.5626557391572615,2.899441865463129,3.7297164812157653,4.046865895619983,3.249161785098907,3.3799077859055306,3.114378156361267,3.554506675356271,3.2197703498049863,4.1497441934772485,2.535086131257367,4.191870922002964,2.796471969370892,2.8184494742157744,3.4634575367113656,1.8824189507329627,3.344309947156728,3.0827858681821465,3.405255524306312,3.867413224542207,3.4243000271169977,3.0288629397312263,3.0327786823121547,3.7100869061604222,3.075949523418747,2.616519323214107,2.9413967200355575,3.1353991157555026,4.0734716497580115,4.39257200682419,3.575364642275364,3.429223580424289,4.141413607466886,4.314680167053521,3.841688528319362,4.141677623751787,3.1651146982946554,3.492699390030772,3.501270766227977,3.9947657078310472,4.33252068769949,3.7258585321740023,2.9358639459515734,4.429417163771202,3.668131814269256,3.5449274617868194,4.928631974163164,3.224918620109568,4.456581654043369,3.3793519631542055,2.454278079389011,3.4451490213624063
LTR53,3.106633322968841,2.3790604023595137,2.3599481118333014,2.704135307382545,2.958047699189351,3.33369532169822,3.5462022795729133,2.8548942892634646,3.1994672691153623,4.022070500551719,2.65387145679591,3.274607555608035,4.450073203080079,2.4741981420152506,3.0659973356561885,2.116000094919985,3.933327874358852,3.3391076715010493,2.527208835924435,3.101033758588603,3.5081947400085007,2.9441658595556444,3.6544971190908186,3.787515630233813,2.3873255529959923,3.4938256958279137,2.698196778454168,3.3335751413341503,3.0095018490793093,2.2514761704602857,2.625014803295317,2.349879465726524,2.297531341502362,3.8157892991252713,3.053376836509505,3.9164309530469708,3.3065952099822375,3.4058121088953213,3.6722040611395887,2.616519323214107,3.4471983191163447,3.787762148865981,3.016267319151969,4.39257200682419,4.35971604292807,2.801535413959566,3.6132064915499815,2.6535041840918905,2.46717653765054,4.098508124174018,2.893743418077798,3.5777762018604284,4.072932419307296,2.861165947128029,2.0673739760246503,2.5858331859821395,3.0099390018324157,3.1741161645735576,2.4606530351014464,2.506021920493251,2.8666934209229438,2.341359012507484,3.7397412520400715,1.8963907132406883,2.9913769836810378,2.2006798744371285
LTR1C,3.8947329129420543,4.786571459251283,3.1693403757494893,3.555949080878907,3.6460449218404,3.789446620988677,3.6856044335470277,3.9503624267565316,4.740981307587774,3.6032351041616932,4.263079809726333,4.530005378623547,3.9331463163749247,3.92486158956561,4.082925713956309,3.5154947091589848,3.4098637594118197,3.68099425073289,4.1265482101218165,3.8602028436629428,3.4047227011527985,3.6312099112494454,2.905976280509879,3.9426801178387105,3.8269725659696574,4.37036929959492,3.513978381614602,3.771377034327089,3.241025441112911,2.6526336884866546,3.2818159873306567,3.790259568079908,3.9444591946984775,5.144861419621426,4.041684617342553,3.8718955208656682,3.5200160967214655,3.9427074583495467,3.8083011378937606,3.069761371174737,4.22120494372679,4.036254792268726,5.009691762600936,4.104731901125484,4.069932672003499,3.656336608605556,4.5930663622486465,4.535990375939861,4.113863219520245,4.438241956637604,4.89857121317132,3.6150599449294014,3.879758254373574,3.5053125461266688,3.079328236862401,3.914582967437515,3.6758271819283985,4.135144464806987,4.76427712410889,4.886101574264415,3.489493493931727,3.9322363110633294,4.1915806311448485,3.85473357147944,3.2433273572121273,3.64208245879943
LTR73,2.8070815837660685,3.536673753045867,3.348458732878344,3.8270101702510724,4.039638325914137,3.746109041482015,3.490161262451143,3.0843034274296977,4.248658322502812,4.231721172865597,3.3858103450155044,4.035205556321039,3.8977408057258325,3.414129756526626,2.9787146997386036,3.4324625200929404,3.111269997897344,2.8403668159295963,3.249161785098907,3.0564002132324846,3.306781566976314,2.611252083290532,3.9650156598053865,3.761548360353088,2.82082726949241,3.7024382062640897,3.2993681593706383,3.966300638283369,2.9522222358377763,2.9647465327714255,2.756946154683045,3.3101622830167847,3.81957928607203,4.855977515810043,3.456642474120439,3.5809045953307668,2.5333713437031813,4.146395027670232,3.303192215632113,2.2778405474278953,4.058928916839744,3.2915990850125647,5.091276963586864,3.9020690361215826,3.2001157500699917,3.221004051445962,3.4303605019881482,3.8180164717463394,3.841688528319362,3.607316985554083,3.5042481330940625,3.9832299247531613,3.501270766227977,3.2380272672827934,2.3513487670192688,4.5498933870523866,2.5944297661764457,3.535376501203601,3.7018176517007877,4.080124955559521,3.737262080843395,3.467598718354163,3.6499589203653766,3.3793519631542055,2.714105070340299,2.866844429180286
MER4D1,7.996727174697179,8.368712298168626,7.7933069227121505,8.355459459496505,8.402250397763712,8.066570073500687,8.10995928086402,8.097120487266833,8.615663281236731,8.714557799980415,8.279590852120018,8.657721352452896,9.144107681669905,8.222543830080815,8.386373052000797,7.634628113951463,8.025300655830085,8.03030371023653,7.710679313616495,8.11666594839982,7.795901078046313,7.861251249472394,8.10768212944941,8.818551124155615,7.713842357961249,8.752590526371497,7.668590389723395,8.446994645683136,7.698775318086703,7.644806333527138,7.390274033700569,7.521082450794321,8.891819507132844,9.79037430758384,8.090421648980861,8.250669680544815,7.667991603601692,8.589495075718668,8.167797287248963,7.20597617690024,8.86520191161113,8.014100158315127,10.126640984040513,8.584052096204022,7.776689238351326,7.783714904834682,8.710213034824097,8.624207151131847,8.04720479028942,8.824018713005916,8.057470786966485,8.490808543567379,8.08273991282634,8.018853411209708,7.568489054422865,9.413417047058187,7.548315057448698,9.021188063789195,8.465682955704887,8.875156703878124,8.593769256219908,8.129236614899073,8.553668178277785,7.919511364136235,7.726511051406926,8.06092472356553
LTR14C,5.744262176577922,5.621252014525492,5.122408425751475,5.767859472253673,5.682494834458204,5.33246120820261,5.493865446591686,5.758036133446559,6.238297085647081,5.62301933320214,6.057495111457286,6.365532306600132,7.122256876815323,5.7412470203932715,5.730990361891828,5.328589621112214,5.300425341956219,5.868638342776583,5.682801809979197,5.55473568877142,5.641707515916835,5.465110595593803,5.887883439897571,5.706949983744553,5.690454200811916,6.25952446814521,5.419008132636904,5.649301129443072,5.5278937345563595,5.152661965508346,5.0138555165424155,5.167998717607773,6.590339313900631,7.403195755284139,5.627416169695804,5.37532272342471,5.271637080687163,6.463963207997135,5.682257599345503,4.797222214108909,6.479658834755753,5.82056213985508,7.742775495942093,5.886761600636982,5.573551618333841,5.676016259874277,6.345635309952322,6.364485381755871,5.777471677683076,5.902045276141693,5.502222958737114,6.068199944387462,5.91143007662045,5.755426948912302,4.8484625587952825,6.180570888729301,5.553368638899212,6.123172311740932,5.874296001725674,6.131021702024944,5.892573968924379,5.9645178238229155,6.056507463067031,5.672443229509755,5.669657646779319,5.65701653821004
MER68_I,2.7086810957507486,2.3224716485099166,2.1766884353511435,1.8633074051335625,2.265595393235668,2.0534111363684278,2.446465105880908,3.126111554023309,2.7506785044215265,2.308254728484909,2.313290580643072,3.0972173274414603,1.8324762637853738,2.652058963188117,2.4395380556595088,1.6249501593199518,2.1435678753219807,2.3055893462436488,1.4338280788847804,2.8626258772209288,1.7953469162114597,2.0607162169279976,2.4016846980591295,3.624201283057792,1.5728269820093401,2.1716090962598393,2.26676621869755,2.7659138304747506,1.7445720733066803,2.54509583189169,1.4710295480247009,2.5997959263022197,2.2388939234596146,2.986558563055084,2.139921140522859,1.8819085827883346,1.763247849105461,2.779439889773346,2.473881498996522,1.5127175518084006,2.487476788373601,2.327453445061045,3.3530311008066325,3.5596720488132942,0.7048940347960242,2.7246266846887015,2.246635252257955,2.817199143962437,2.5928504527803478,2.63306752712939,1.343736537603404,2.642069110825192,2.5962509814142467,1.8682955262095442,2.0673739760246503,1.9873606840284546,1.6858868774717564,1.9595573276668237,2.6793314741839085,3.3199921754986117,2.095193906915821,2.7151159025937326,2.4770193970368255,3.1165917185246634,2.3267961046079386,2.458434253879221
LTR22B,4.310007090876106,4.996630996131925,4.025290324388823,4.524643726537768,4.9209870613660875,4.799450859453643,4.348250425276816,3.963057872719806,5.157594982376157,4.830562233087411,4.779842613588745,4.655578310648946,5.620620711031494,4.490798762305321,4.854546219728615,3.647788845106451,4.37110943694184,4.221031342611456,4.89466076235697,4.112485792790462,3.7410069875767293,3.9507199632660868,4.285348245887044,4.686668501458087,4.370115778059681,4.844050016167502,3.9993067466187044,4.554701028595726,3.4534317938467076,4.108014888131807,4.298040013793325,3.11654996189988,4.541092146260246,5.684845043118134,4.398103033795048,4.829833509347976,3.79896038745267,4.730305929874212,4.130046476929146,3.819731174264938,4.329758905392871,4.082243592356004,5.753220187152513,4.669425339306956,4.62291838572986,4.161829219721531,5.014980432024832,4.925855190796588,4.757490244081091,4.979432340004725,5.3597679280988055,4.162461282423102,4.4088027291997385,4.498118154620041,2.7577602069869176,5.2570216325026315,4.013058389935032,5.658038471482717,4.8448457752486105,5.6533739513493515,4.848058537035522,4.215397249956932,4.966789633627437,4.223623328698771,4.007559810232817,4.083752554684408
HERVL74,2.080676478331493,2.585528697967679,2.3599481118333014,3.4052043219986725,3.3360192229774794,2.672425501530199,3.3397242787257064,1.6979613783224865,3.0648095253820915,3.405957455839078,2.564482769108345,3.5749041886893944,3.0563251168785763,2.652058963188117,3.5323255712881556,2.3103979090472797,2.5425468163113782,2.2318049541056015,1.8963113522947805,3.101033758588603,2.4456686377271937,2.434418307081094,2.964272097097202,3.338274788927842,2.425708521179177,3.1312006676185744,2.5178843799716812,3.011324783825536,2.15317836273445,1.8105659875597162,1.6170928041225596,2.2065558692206526,2.6965773361521297,3.3910701438778985,1.7798238820393382,2.566484580831041,2.399471292431524,3.0816185716625464,2.3436500586640845,0.8917674410871173,3.1801375090585022,2.327453445061045,4.0734716497580115,3.4247402459757312,2.0531546790962425,2.2076695968133864,2.9371760304951398,2.9168438213083006,2.651807071881961,3.180358870979319,2.5245802609446812,2.588406042076869,2.4824098528929004,2.2063348092519455,2.0673739760246503,3.3335164244563793,2.2105266305902145,3.067654056257956,2.8086344754251815,3.292688942488209,3.331022661614897,1.7463303672539345,2.89688782623348,1.6905292641098466,1.9187413622804483,2.3353057795965646
L1PA17_5,2.4891227365483215,2.723042514156476,2.4835704403148546,3.3383532417674986,3.479757674697748,3.16508042275396,3.098679191973126,2.2451009955084804,2.8080161462014126,3.8061062790915576,3.0979812432538267,3.232262636027534,3.235158195068728,2.8103794316971764,2.734169368057424,2.2484641483190386,2.7722271574377233,2.0718488348769473,3.274752713048721,2.6387264021589245,2.3084723887635543,2.434418307081094,2.867954191382557,3.150939146446458,2.222686211249036,3.3595058413383407,2.2203098073211676,3.2595067211099256,2.731680856298382,2.825860596767132,2.4013050659520703,1.769974946377262,3.174426283076684,4.461655882295589,3.010447468950913,2.33010940064413,2.399471292431524,3.5441385486609276,3.2677180194684543,2.190414474414973,3.025443889629124,2.175297155067155,3.6258718811230377,2.6471148851772606,2.3785577442201458,2.4657411068306576,2.8145124708701292,3.3322627690251707,3.366092147135228,3.0504686822315037,2.6900117101619885,2.4142884489661562,2.358810141358486,2.4163036227759,1.9012398382490863,3.3335164244563793,2.5944297661764457,3.4531840911501686,2.4606530351014464,3.4737757449094815,3.008842712485203,2.972881600367109,2.545013147861592,2.380722248472616,2.186947781260098,1.8866357624475976
LTR10B,4.762442334359209,4.628690588473233,4.117886597566388,4.087021305509455,4.358958679815716,4.56036517014384,3.9715306140893976,3.875603598149523,4.200976968939357,4.362205139550406,4.1069069390987245,4.692078137232698,4.743939350370931,3.6467537920158697,4.6321071982762545,3.631962009597404,4.210801347544761,3.527124103893614,4.343819970690248,3.9185625560434,4.3485078504615124,3.8805833778935663,3.980956418255081,4.712299044020828,3.7717835797270194,4.222253011269967,3.69537705018227,4.673739891590776,4.050894224437444,3.4741861241126455,3.7246023663642016,4.033897200328999,4.418102778182234,5.269041080654844,4.0064149209053435,4.383158142838932,3.7109359324184243,4.68878970010915,4.227932976936182,4.129931014489862,4.805032881181713,4.007883759391436,5.634507710670523,4.001666521525545,3.9390940121147184,3.5325194696825495,4.33130130727783,4.224337612458594,4.599588629969929,4.711129893289785,5.357934372248413,4.060681655018878,4.445379045597835,3.9602858946913093,2.685006434974136,4.6275281440752165,4.22384491544762,5.144115659051773,5.224075721888928,4.988142504837074,3.5696450682795393,4.638497027050295,4.246848838648605,3.9885713077226295,3.5883003604978754,4.645699302316685
SVA_A,11.444445266822202,11.84585561290927,11.043360784901266,11.152568262659745,11.284379865094051,11.00860750693991,11.26540467297176,10.942071121458891,11.404971655804026,11.142909123322937,11.913306871964126,11.483751182275432,11.21402307416509,11.761318484098634,10.94512785981675,10.288696877969262,10.522611017790481,10.735554795363248,11.55180878956204,10.682566218616659,10.532504220388756,11.195256706323287,10.992503235286286,11.105214757990664,11.35290391845952,11.547321731741546,11.584126991951818,10.894702131621354,10.57431025280331,10.454552673155387,11.555454670874408,10.590186307186553,11.448684468615,11.539454767700372,11.051385199696147,10.741485296460752,11.574299646357256,12.083955365356449,10.9139711825773,11.022334590047937,11.563257106882668,11.2778703899929,11.30174989330775,11.15727499269035,10.939958800716338,11.739991758882192,11.360752628238794,11.051772982603968,11.001820576933394,11.378216297849507,11.896880498241329,10.83908120920167,10.679085311428256,10.699773116148565,11.444716335817125,10.773555774615323,11.325818799792417,11.220055925858345,10.867042698610915,11.220267298718188,10.79314111961501,10.940413628432477,11.191309677995678,10.995850090975495,11.66707066172432,11.030901276249988
LTR29,4.166695421179134,4.679964088103077,3.5233981284613276,4.2999871359949005,4.331979039647501,4.219825759094064,4.363244432507846,4.2786758828075895,4.4823387769035365,4.753853801368688,4.20997404910695,4.638122387610461,5.000776834548759,3.8760069519094333,4.231813245940672,4.035446375427562,3.4463859563204515,3.785835715668792,3.8617199503421515,4.494582185734877,4.409184875008422,3.5672447035087544,4.63320813954317,5.116144295734832,3.975756922405892,4.70000268094583,4.137686086482579,4.526604488053591,3.6442874685195714,3.5563738756773984,3.9090520968534426,4.449994489421102,4.7169988065240664,5.747684737681681,3.677931853877474,4.138557473767166,4.400448974734953,4.653082955272173,4.7841112576764635,3.0384039681533,4.972560234043676,4.280967558800434,6.0235339640919126,5.029560886458011,4.038548544346561,3.769946905570838,5.119995308285594,4.695261896042944,3.9313573837672133,4.874835042160966,4.510202199558415,4.6974334322764815,4.463572780787245,3.877615014348185,2.8639520687985347,5.239973762200277,3.498940140262744,5.045209781242449,4.468238956750715,5.1221507790286855,4.063208326572871,3.938116148244515,4.776741952139792,4.09111577813763,3.858043681688913,4.46568158712132
LTR37B,1.9140358391807595,3.070987872555663,2.1766884353511435,3.076475974954323,2.4994933111656867,2.7137718087733558,2.9403892329814214,1.1679365477742412,3.0169778919613455,3.4808382531464317,1.6227450949637336,3.188637158947082,3.932731538231841,2.3763062077083195,3.2261584532422534,1.4154623516816507,2.005886351659406,2.9821199641203475,2.022519504170633,3.3055748264955405,3.072614837684487,1.1593254753040476,2.3311855197433653,3.1103654150905204,2.7317236769187367,2.85984748466925,2.946708534921494,3.140745922137119,2.15317836273445,1.7349459745238753,1.8711713468318987,1.868500441291613,2.408106948551852,2.9390948051528203,2.139921140522859,2.8612515310543425,3.229765031415465,2.4446223727324576,2.3436500586640845,1.6501301796579102,2.2977104027523656,2.9128754378473127,2.4570128360013204,2.9222295325611483,2.0531546790962425,2.316497285168109,2.8145124708701292,3.0100485972648547,2.815467611684941,3.6377909725868895,2.0272094295382526,2.588406042076869,3.3471841511404112,1.290427544467038,1.24346822990385,2.868065930943445,1.6858868774717564,2.827798649305749,2.9831564909992356,2.805511248236513,3.331022661614897,3.122243106694292,3.302501361603534,1.3133429747845469,2.4130231786097234,2.2006798744371285
MER65D,3.846158013816252,4.071028305807945,3.6059459060732,3.3383532417674986,3.840951487874757,3.0727565091872378,2.9403892329814214,3.166742158721738,4.248658322502812,4.022070500551719,3.3594780011315737,3.6731458211765498,3.582286805399466,3.9101836439444684,3.6779757444737315,3.0155459755564733,3.0425128523642813,3.2296416018349317,2.725821081644413,3.5179852367495186,3.377090330095105,3.0705917271288983,2.65357493021561,4.371965826421765,2.6691092025700582,4.068124937513126,2.7644516738049183,3.59682434893042,1.8105190886637192,3.2355798308873616,2.788126443719414,2.8127448181757084,3.3783423293605734,4.375135855450571,3.6368055505022907,4.170641915362491,2.5333713437031813,3.7487540123291336,4.072439995641841,1.5127175518084006,3.4471983191163447,3.363783343256117,4.39851188494485,3.9272479084967644,2.1922387724558856,2.7246266846887015,3.1550511139268282,4.805482226779861,2.9624394767321007,3.808239847959102,2.947032858188795,3.65811412908658,3.3471841511404112,3.040897097662568,2.884101955086248,4.000979483980792,3.0099390018324157,4.702751371760521,3.4476120510547847,4.407341058198107,4.138809231538661,3.32076978997147,4.206629101539638,3.4787962380580426,2.9342021074034466,3.384328646550898
